COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
251-3			Ø Ø Ø Ø Ø																
461-3			m e																
547-3			w ɨ Ø ə Ø																
597-3			ʔ Ø Ø m a Ø a																
655-3			m ɨ Ø Ø Ø Ø t																
7-3			Ø ə l Ø ə																
158-3			Ø ə m Ø s																
168-3			ʔ Ø m a Ø																
61-4				d ə m															
63-4				ʔ ə Ø ɨ m Ø															
107-4				g Ø m aː l a															
112-4				d Ø b a n ə															
331-4				n Ø g Ø s Ø															
377-4				b aː kʼ Ø Ø l Ø															
381-4				ʔ ə Ø d Ø															
417-4				Ø Ø Ø															
451-4				s ə b Ø t Ø															
454-4				ʔ ə Ø Ø ɨ Ø Ø Ø															
484-4				s ɨ Ø ɨ s t Ø															
535-4				ʔ ə Ø ɨ Ø															
543-4				s Ø s t															
593-4				ʔ ə m Ø Ø s															
640-4				m ə l Ø															
1-4				d ə Ø ə Ø ə															
65-4				t Ø o															
163-4				s ə Ø a															
408-4				b Ø Ø ə															
414-4				d Ø b a kʼ ə															
601-4				ʔ Ø Ø Ø b Ø Ø Ø															
642-4				n ɨ Ø ə s															
60-4				n Ø Ø ə s ə															
115-4				a l ə Ø m															
450-4				Ø ə Ø Ø Ø															
490-4				a Ø a															
638-4				s Ø Ø Ø ai̯															
645-4				kʼ ə l															
75-4				ʔ ə m b ɨ Ø Ø															
160-4				d Ø Ø ə kʼ Ø															
378-4				ʔ ə l g Ø Ø t Ø															
379-4				Ø Ø Ø ə Ø															
409-4				g aː Ø t ə Ø ə															
497-4				t ə Ø Ø n															
598-4				Ø Ø w ai̯ t															
646-4				ʔ ə Ø Ø ə															
164-4				b a k Ø Ø a															
332-4				ʔ ə g Ø Ø															
380-4				ʔ ə Ø Ø Ø a															
412-4				s ə Ø Ø Ø Ø															
64-4				d ə Ø Ø															
67-4				w Ø Ø Ø Ø Ø															
169-4				Ø aː Ø ə Ø ə m Ø															
461-4				Ø t Ø															
547-4				w ɨ Ø a t															
597-4				ʔ Ø mː Ø Ø ə l Ø															
655-4				m Ø Ø Ø Ø Ø t															
158-4				kʼ Ø m Ø s															
168-4				ʔ Ø m ə Ø															
61-5					Ø a m														
63-5					ʔ a Ø Ø ɨ m														
107-5					g ə m ə l o														
112-5					Ø o Ø a n o														
331-5					n Ø g u s														
377-5					b ə kʼ Ø Ø aː														
381-5					ʔ a t Ø														
417-5					Ø u Ø														
451-5					s ə b a t Ø														
454-5					ʔ a Ø Ø Ø														
484-5					s ɨ Ø ɨ s t Ø														
535-5					ʔ a Ø ɨ Ø Ø Ø														
543-5					s o Ø Ø s t Ø														
593-5					ʔ a m u s														
640-5					m o l														
1-5					Ø Ø Ø a Ø ə														
65-5					m u b Ø Ø Ø														
163-5					s a Ø Ø Ø ə														
212-5					ʔ Ø n														
244-5					ʔ a Ø Ø Ø Ø t Ø														
248-5					m u l Ø ə														
293-5					Ø a Ø a Ø														
373-5					kʼ Ø m o l														
408-5					b e Ø o														
414-5					Ø Ø b a kʼ u a														
601-5					ʔ Ø Ø Ø b Ø Ø														
642-5					n ɨ Ø a s														
60-5					n a Ø a s ə														
115-5					Ø l a Ø m														
209-5					s Ø Ø Ø t														
242-5					ʔ a Ø ɨ s t														
415-5					Ø ɨ Ø a b														
450-5					Ø ə Ø Ø Ø														
490-5					t Ø Ø Ø Ø a														
638-5					s ɨ Ø Ø Ø														
645-5					kʼ a l														
75-5					ʔ a m b ɨ l Ø														
160-5					t ə Ø a kʼ Ø														
208-5					ʔ ɨ n kʼ Ø l Ø Ø														
214-5					ʔ a b														
218-5					ʔ ɨ Ø ɨ n														
378-5					ʔ a l g Ø a t Ø														
379-5					Ø a a Ø														
409-5					g a Ø t a Ø Ø														
497-5					t Ø Ø Ø l														
598-5					k Ø Ø t														
164-5					b a Ø Ø a														
210-5					Ø ə o i Ø Ø														
215-5					ʔ o Ø t a Ø i t														
256-5					t u m a														
285-5					m ɨ Ø a Ø														
332-5					ʔ ɨ g Ø Ø Ø														
380-5					ʔ a o u Ø														
496-5					w u Ø s a n b a t Ø Ø Ø Ø														
64-5					Ø a Ø o														
67-5					w ɨ Ø Ø Ø Ø														
169-5					l a Ø Ø ə Ø ə m o														
251-5					Ø Ø kʼ Ø Ø														
294-5					Ø Ø m Ø Ø Ø kʼ Ø Ø Ø Ø														
461-5					Ø Ø m Ø														
547-5					w Ø Ø a Ø														
597-5					ʔ Ø Ø Ø m Ø Ø a														
655-5					m Ø Ø Ø Ø Ø t														
7-5					ʔ a l g ə														
168-5					ʔ Ø m a Ø														
61-6						d ə m													
63-6						ʔ aː Ø u m													
107-6						g Ø m l Ø													
112-6						d Ø b ə n aː													
331-6						n u g u r													
377-6						b a kʼ Ø Ø													
381-6						ʔ aː Ø													
417-6						r u Ø													
451-6						s Ø b Ø t													
454-6						ʔ aː Ø ɨ r ɨ													
484-6						s u Ø u s t													
535-6						ʔ aː ʃ u r													
543-6						s Ø s t													
593-6						ʔ aː m u r													
640-6						m Ø n													
1-6						d Ø b ə r Ø Ø													
163-6						s ə Ø Ø													
212-6						ʔ n													
244-6						ʔ aː r Ø Ø t													
248-6						m u l Ø Ø													
293-6						Ø ə r ə Ø													
373-6						kʼ u m Ø Ø													
408-6						b Ø ɨ r Ø													
601-6						ʔ ə r Ø b ɨ ɨ ɨ													
642-6						ɨ n ɨ Ø aː s													
60-6						n ə Ø ə r Ø Ø													
115-6						Ø Ø aː m													
242-6						ʔ aː Ø u s t													
415-6						Ø u n aː b													
450-6						Ø ə r Ø													
490-6						tʼ ə Ø Ø Ø													
638-6						r ɨː n ɨ													
645-6						kʼ aː l													
75-6						ʔ aː m Ø ɨː Ø ɨ													
208-6						ʔ i n kʼ ɨː Ø Ø													
214-6						ʔ aː Ø													
218-6						ʔ ɨː Ø Ø u n ɨ													
409-6						ʔ Ø t ə r Ø													
497-6						Ø Ø ɨ ɨ n													
598-6						Ø Ø t													
646-6						ʔ Ø Ø Ø													
215-6						ʔ Ø Ø Ø Ø Ø													
256-6						Ø u Ø Ø													
294-6						m Ø u kʼ ɨ ɨ													
655-6						m ɨː s Ø													
158-6						kʼ Ø m i s													
61-7							d ə m												
63-7							Ø ə t Ø ɨ m Ø												
107-7							g a m Ø l a												
112-7							d a Ø i n ə												
331-7							n ɨ g s Ø												
377-7							Ø Ø Ø kʼ Ø Ø Ø ɨ												
381-7							ʔ ə Ø Ø t Ø												
417-7							Ø u Ø												
451-7							s ə b Ø t Ø												
454-7							ʔ ə Ø Ø ɨ Ø Ø Ø												
484-7							s ɨ d ɨ s t Ø Ø												
535-7							ʔ a s ɨ Ø Ø Ø												
543-7							s o Ø Ø s t Ø												
593-7							ʔ ə m u s												
640-7							m Ø a												
1-7							d ɨ Ø ə Ø Ø												
65-7							m u b Ø Ø Ø												
163-7							s ə Ø Ø Ø ɨ												
212-7							ʔ Ø n												
244-7							ʔ a Ø Ø Ø Ø a t Ø												
248-7							m u Ø Ø a												
293-7							b ə Ø ə Ø												
373-7							kʼ ɨ m ə Ø												
408-7							Ø o Ø Ø Ø a												
414-7							d Ø b a kʼ u ə												
601-7							ʔ i Ø o Ø Ø Ø Ø												
642-7							Ø ɨ b ə s												
60-7							ə Ø ə s ə Ø												
115-7							Ø i Ø ə Ø m												
209-7							s Ø Ø Ø t												
242-7							ʔ a Ø ɨ s t												
415-7							Ø ɨ Ø ə b												
450-7							Ø ə Ø Ø Ø Ø												
490-7							t ɨ Ø Ø w i Ø												
638-7							s ɨ Ø Ø Ø												
645-7							kʼ ə l												
75-7							ʔ a m b ɨ Ø Ø												
160-7							d ə Ø ə kʼ Ø												
208-7							ʔ Ø kʼ Ø Ø Ø												
214-7							ʔ a b Ø												
218-7							ʔ ɨ Ø Ø Ø												
378-7							ʔ a n g Ø ə t Ø												
379-7							Ø i Ø ə Ø												
409-7							g ə Ø t ə Ø ɨ												
497-7							t ɨ Ø Ø n												
598-7							Ø Ø Ø t Ø												
646-7							ʔ ə Ø Ø t ə Ø												
164-7							b i k Ø Ø i Ø												
210-7							Ø Ø Ø i Ø Ø												
215-7							ʔ ə Ø t Ø Ø i t												
256-7							t u m a												
285-7							m ɨ d a d												
332-7							ʔ i g Ø Ø Ø												
380-7							ʔ ə w Ø												
412-7							s a Ø Ø n Ø												
496-7							Ø u Ø s ə n b ə t Ø Ø Ø Ø												
64-7							d a Ø o												
67-7							Ø Ø Ø Ø Ø												
169-7							b i Ø ə Ø ə Ø o												
251-7							Ø Ø kʼ												
294-7							m Ø Ø kʼ Ø Ø Ø												
461-7							m Ø												
547-7							w Ø Ø a Ø												
597-7							ʔ Ø Ø m ɨ a												
655-7							m Ø Ø Ø s Ø t												
7-7							ʔ a l g ə												
158-7							kʼ ə m Ø Ø s Ø												
168-7							ʔ Ø m a Ø												
61-8								Ø ə m											
63-8								Ø ə Ø Ø ɨ m											
107-8								Ø a m e l a											
112-8								Ø a Ø Ø ə											
331-8								Ø Ø Ø w s											
377-8								b ɨ Ø Ø l ɨ											
381-8								ʔ ə Ø Ø											
417-8								Ø u Ø											
451-8								s ə b a t Ø											
454-8								ʔ ə Ø ɨ Ø											
484-8								s ɨ Ø ɨ s t Ø											
535-8								ʔ a s ɨ Ø Ø Ø											
543-8								s ɨ Ø Ø s t Ø											
593-8								ʔ ə m u s											
640-8								m Ø a Ø											
1-8								Ø ɨ b ə Ø Ø											
65-8								m u Ø											
163-8								s ɨ Ø Ø Ø ɨ											
212-8								ʔ Ø Ø											
244-8								ʔ a Ø b Ø Ø t Ø											
248-8								m u l Ø a											
293-8								b ɨ Ø ɨ Ø											
373-8								Ø ɨ m a l											
408-8								b Ø Ø a											
414-8								Ø ɨ b a Ø u ə											
601-8								Ø a Ø Ø Ø Ø											
642-8								Ø ɨ Ø a s											
60-8								Ø Ø s ə Ø											
115-8								Ø a Ø ə Ø m											
209-8								s Ø Ø Ø Ø t											
242-8								ʔ a Ø Ø ɨ s t											
415-8								Ø ɨ Ø ə b											
450-8								Ø Ø											
490-8								Ø ɨ Ø Ø w a Ø											
638-8								s ɨ Ø Ø e											
645-8								Ø a l											
75-8								ʔ a m b ɨ l											
160-8								Ø ə Ø ə Ø											
208-8								Ø ɨ Ø Ø Ø Ø Ø											
214-8								ʔ a b											
218-8								ʔ ɨ Ø Ø ɨ Ø											
378-8								ʔ a Ø Ø Ø ə t Ø											
379-8								Ø a ə Ø											
409-8								Ø ə t Ø Ø Ø											
497-8								t ɨ Ø Ø											
598-8								Ø Ø w Ø Ø											
646-8								ʔ a Ø Ø ʔ ə Ø											
164-8								b a Ø a Ø											
210-8								Ø Ø a Ø											
215-8								ʔ a Ø t Ø Ø a t											
256-8								t u m a											
285-8								m ɨ Ø a Ø											
332-8								ʔ a Ø Ø Ø Ø											
380-8								ʔ Ø w											
412-8								s a Ø Ø Ø Ø											
496-8								Ø Ø s Ø b t											
64-8								Ø a Ø Ø e											
67-8								w Ø Ø											
169-8								b a o Ø ə Ø ə Ø o											
251-8								Ø Ø Ø Ø											
294-8								Ø m Ø ɨ Ø Ø Ø											
461-8								m Ø											
547-8								w Ø Ø a Ø											
597-8								Ø Ø Ø i m Ø a											
655-8								m Ø Ø s Ø t											
7-8								ʔ a l Ø ə											
158-8								Ø m i s											
168-8								ʔ Ø m a Ø											
61-9									d ə m										
63-9									ʔ ə s ɨ m										
107-9									g Ø m ə l a										
112-9									d ə Ø a n ə										
331-9									n ɨ g e u s										
377-9									b e ə kʼ a l i										
381-9									ʔ ə d e										
417-9									Ø u										
451-9									s ə e n n b ə t e										
454-9									ʔ ə ɨ Ø										
484-9									s ɨ d ɨ s t e										
535-9									ʔ ə s ɨ Ø e										
543-9									s Ø e e s t e										
593-9									ʔ ə m u s										
640-9									m e ə n										
1-9									d ɨ Ø ə Ø ə										
65-9									m u b e e e										
163-9									s ə e ə										
212-9									ʔ Ø n e										
244-9									ʔ ə Ø b i e t e										
248-9									m u l e a										
293-9									Ø ə Ø ə z										
373-9									kʼ e ɨ m ə l										
408-9									b a Ø ə										
414-9									d u b a e u e ə										
601-9									ʔ i Ø u b n										
642-9									n ɨ Ø ə s										
60-9									n ə Ø ə s ə e										
209-9									s Ø u t e										
242-9									ʔ ə m ɨ s t e										
415-9									ɨ n ə b										
490-9									t ə Ø e e a										
638-9									s ɨ e Ø										
645-9									kʼ ə l										
75-9									ʔ ə m b ɨ l n										
160-9									d ə Ø ə kʼ										
208-9									ʔ Ø n kʼ w m a e										
214-9									ʔ ə b i										
218-9									ʔ ɨ e z ɨ n n										
378-9									ʔ ə n g e ə t e										
379-9									z a ə e										
409-9									g e t ə Ø										
497-9									t ɨ n										
598-9									j e w ə t e										
646-9									ʔ ə e j a e										
164-9									b a Ø a										
210-9									Ø ə j e i n										
215-9									ʔ ə e ə b t										
256-9									t u m a										
285-9									m ɨ d ə d										
332-9									ʔ a g ɨ Ø n										
380-9									ʔ ə j w a										
412-9									s ə j a n e										
496-9									w e e Ø s ə n b ə t e e e e										
64-9									d ə Ø e Ø										
67-9									w ɨ n n Ø										
169-9									Ø z ə z ə n o										
251-9									Ø kʼ e										
294-9									e e m e e ə kʼ e										
461-9									n n m a										
547-9									w ɨ z a Ø										
597-9									ʔ e m e e ə Ø ə										
655-9									m u n n s n t										
7-9									ʔ ə Ø g ə										
168-9									ʔ ɨ m ə Ø										
61-10										d a m									
63-10										aː Ø ɨ m ə ə									
107-10										g aː m ə l Ø									
112-10										d b a n aː									
331-10										n ɨ g Ø s									
377-10										b ə ə kʼ ə ə l Ø									
381-10										aː ɨ ə d ɨ									
417-10										r u Ø									
451-10										s u ɨ ɨ b a t ɨ									
454-10										aː ə Ø ɨ r ɨ ɨ									
484-10										s ɨ d ɨ s t									
535-10										aː r ɨ r									
543-10										s u s t									
593-10										n Ø m u s									
640-10										m ə Ø n ɨ									
1-10										d ə b a r a Ø									
65-10										Ø u b ə ə ə									
163-10										s a Ø a									
212-10										əi̯ n									
244-10										aː r b u ə t ɨ									
248-10										m u l ɨ ə									
293-10										f a r a Ø									
373-10										kʼ ə ɨ m Ø l									
408-10										b i ɨ r ə									
414-10										d ɨ b Ø kʼ u Ø aː									
601-10										ɨ r Ø b ɨ ɨ ɨ									
115-10										ə l Ø ə m									
209-10										s ɨ Ø ə Ø ə t									
242-10										aː m ɨ s t									
415-10										Ø ɨ n aː b									
490-10										Ø i b a									
160-10										d a r a kʼ ɨ									
208-10										ɨ n kʼ Ø r ɨ									
218-10										ɨ ɨ Ø ɨ n									
378-10										Ø Ø g a t									
379-10										Ø i ɨ ɨ a ɨ									
497-10										t a ɨ ɨ n									
598-10										ʔ ʔ ə t									
646-10										Ø ɨ t ə									
164-10										b a kʼ ɨ i ɨ									
210-10										Ø i n u n Ø									
256-10										t Ø m ə									
285-10										m ɨ Ø Ø d									
380-10										a n Ø ə ə									
412-10										s Ø n ɨ Ø ə									
64-10										d Ø m ə									
169-10										n a r Ø a Ø a m									
461-10										ə Ø əi̯									
547-10										ʔ ə Ø ə t									
61-11											d ə m								
63-11											Ø aː t ɨ m								
107-11											g o m Ø l o								
112-11											d o b a n o								
331-11											n ɨ g Ø s								
377-11											b aː kʼ Ø l Ø								
381-11											ʔ aː Ø Ø								
417-11											Ø u Ø								
451-11											s ə Ø Ø b o t Ø								
454-11											ʔ aː Ø ɨ Ø								
484-11											s ɨ Ø ɨ s t								
535-11											ʔ aː Ø ɨ Ø								
543-11											s Ø Ø Ø s t								
593-11											ʔ aː m u s								
640-11											m aː Ø								
1-11											d ə Ø ə Ø ə								
65-11											t u Ø								
163-11											s ə Ø ə								
212-11											ʔ Ø n								
244-11											ʔ aː Ø Ø Ø Ø t Ø								
248-11											m u l Ø Ø o								
293-11											Ø ə Ø ə s								
373-11											kʼ ɨ m aː l								
408-11											b Ø Ø Ø o								
414-11											d Ø b a Ø u ə								
601-11											ʔ ə Ø Ø b								
642-11											n ɨ Ø aː s								
60-11											n ə Ø ə s ə								
115-11											ʔ Ø l aː Ø m								
209-11											Ø Ø Ø ɨ Ø t								
242-11											ʔ aː m ɨ s t								
450-11											Ø aː Ø Ø Ø								
490-11											t Ø Ø Ø ə								
638-11											s ɨ Ø Ø Ø								
645-11											kʼ ə l								
75-11											ʔ ə m b ɨ l								
160-11											Ø ə Ø ə kʼ								
208-11											ʔ ɨ n kʼ i Ø ə Ø Ø								
214-11											ʔ ə b o								
218-11											ʔ Ø Ø Ø ɨ n								
378-11											ʔ aː n g Ø ə t Ø								
379-11											Ø ə Ø Ø ə Ø Ø								
409-11											g Ø t aː Ø Ø								
497-11											t Ø Ø n								
598-11											Ø Ø Ø Ø Ø								
646-11											ʔ aː Ø Ø a								
164-11											b a Ø ə								
210-11											Ø Ø Ø a n a								
215-11											ʔ ə Ø Ø b Ø t								
256-11											t u mː a								
285-11											m ɨ d aː d								
332-11											ʔ ə g ɨ Ø								
412-11											s aː ʔ aː n Ø								
496-11											Ø Ø s ə n b ə t								
64-11											d aː Ø Ø Ø Ø								
67-11											w ɨ Ø								
169-11											Ø aː Ø ə Ø ə Ø Ø								
251-11											Ø Ø kʼ								
294-11											m a kʼ								
461-11											t ai̯								
547-11											w Ø Ø a t								
597-11											ʔ a Ø Ø m ə Ø ə								
655-11											m Ø Ø Ø Ø t								
7-11											ʔ ə l g ə								
168-11											ʔ Ø m ə Ø								
61-12												d ə m							
63-12												aː d ɨ							
107-12												g a m i l							
112-12												d a b ə Ø							
331-12												n ɨ g u s							
377-12												b ə kʼ l Ø							
381-12												a kʼ d u							
417-12												r u Ø							
451-12												s ə u b a t u							
454-12												ʔ a Ø ɨ r							
484-12												s ɨ d ɨ s t							
535-12												a Ø ɨ r							
543-12												s Ø s t							
593-12												ʔ a m u s							
640-12												m a n							
1-12												d aː b ə r ə							
65-12												d u ə kʼ kʼ kʼ							
163-12												s ə Ø Ø							
212-12												n							
244-12												ʔ a r b ə t							
248-12												m u l u							
293-12												f ə r ə Ø							
373-12												kʼ kʼ ɨ m aː l							
408-12												b ə r							
414-12												d u b Ø a							
601-12												a r o b u							
642-12												n ɨ f aː s							
60-12												n ə f ə s ə u							
115-12												ʔ a m							
209-12												s ɨ Ø u u t u							
242-12												ʔ a m ɨ s t							
415-12												Ø ɨ Ø aː b							
450-12												Ø ə r							
490-12												t a b u a							
638-12												s ɨ r u i							
645-12												kʼ aː l							
75-12												ʔ aː m b ɨ l							
160-12												d ə r ə kʼ u							
208-12												ʔ ɨ n kʼ l aː							
214-12												ʔ aː b							
218-12												ʔ ɨ ɨ Ø ɨ Ø							
378-12												ʔ a n g u ə t u							
379-12												Ø a u ə u							
497-12												t aː u u n							
598-12												u Ø i t							
164-12												b ə Ø u u a kʼ							
210-12												d aː Ø ə Ø a							
215-12												ʔ u t i b Ø t							
256-12												t u mː							
285-12												m ɨ d a d							
332-12												a g ɨ r							
380-12												ʔ a							
412-12												s a h ɨ n u							
496-12												Ø kʼ kʼ n s ə n b ə t kʼ kʼ kʼ kʼ							
64-12												d a Ø o							
67-12												w ɨ u u r							
169-12												Ø a r ə Ø ə m ə							
251-12												f ɨ kʼ u							
294-12												m Ø kʼ							
461-12												u u d Ø							
547-12												w Ø Ø t							
597-12												i u ə m ə ɲ ə							
655-12												m Ø u u s u t							
7-12												ʔ a l g							
168-12												Ø m a r							
61-13													d ə m						
63-13													ʔ a d ɨ m Ø						
107-13													g a m i l a						
112-13													d a Ø ə n a						
331-13													n Ø g Ø s						
377-13													b ə kʼ u l Ø						
381-13													ʔ a Ø d Ø						
417-13													r Ø Ø						
451-13													s ə b a t Ø						
454-13													ʔ a Ø Ø r Ø Ø						
484-13													s ɨ d ɨ s t						
535-13													ʔ a s ɨ r Ø						
543-13													s Ø s t Ø						
593-13													ʔ a m Ø s						
640-13													m a Ø Ø						
1-13													d Ø Ø ə Ø ə						
65-13													d u Ø Ø Ø Ø						
163-13													s ə Ø Ø ə						
212-13													ʔ Ø n						
244-13													ʔ a r Ø t Ø						
248-13													m Ø l Ø a						
293-13													Ø ə r ə Ø						
373-13													kʼ ɨ m a l						
408-13													b Ø r a						
414-13													d Ø b a kʼ u a						
601-13													ʔ ə r Ø b Ø Ø						
642-13													n Ø Ø a s						
60-13													n ə Ø ə s Ø						
115-13													ʔ Ø l a Ø m						
209-13													s Ø m Ø Ø t						
242-13													ʔ a Ø ɨ s t						
415-13													Ø Ø n a b						
450-13													Ø ə r Ø						
490-13													t ə Ø Ø Ø Ø						
638-13													s ɨ Ø Ø Ø						
645-13													kʼ a l						
75-13													ʔ a m b ɨ l Ø						
160-13													d ə r ə kʼ Ø						
208-13													ʔ ɨ n kʼ Ø r Ø Ø						
214-13													ʔ a b						
218-13													ʔ u Ø Ø ɨ n						
378-13													ʔ a n g Ø ə t Ø						
379-13													Ø ə Ø Ø ə Ø						
409-13													g t ə r						
497-13													t Ø Ø Ø n						
598-13													Ø Ø Ø i t						
646-13													ʔ a Ø Ø ə						
164-13													b ə Ø Ø Ø						
210-13													d Ø Ø ə n						
215-13													ʔ a i i Ø Ø t						
256-13													t u a						
285-13													m ɨ t a d						
332-13													ʔ Ø g ɨ r Ø						
380-13													ʔ a Ø Ø						
496-13													Ø Ø n s ə Ø b ə t Ø Ø Ø Ø						
67-13													w ɨ Ø Ø r						
