COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
212-5					ʔ a bː a														
244-5					ʔ a n g ə t														
248-5					ʔ a bː a														
293-5					w ɨ r														
373-5					ʔ a r														
408-5					kʼ ɨ r														
414-5					ʔ a bː a														
601-5					ʔ ɨ r														
642-5					ʔ a r														
60-5					n ə g ə														
115-5					ʔ a r														
209-5					w ɨ r														
242-5					ʔ a r														
415-5					kʼ ɨ r														
450-5					z ɨ x														
490-5					w ɨ r														
61-6						t ə r													
63-6						ʔ a b													
107-6						ʔ a n													
112-6						ʔ a b													
331-6						j ɨ ʔ ɨ t													
377-6						ʔ a n													
381-6						ʔ a b													
417-6						t ə r													
451-6						t ə r													
454-6						ʔ a n													
484-6						m ɨ ʔ ɨ t													
535-6						ʔ a b													
543-6						t ə r													
593-6						ʔ a b													
640-6						ʔ a n													
1-6						m ɨ w ɨ t													
163-6						t ə r													
212-6						t ə r													
244-6						ʔ a b													
248-6						ʔ a b													
293-6						t ə r													
373-6						ʔ a n													
408-6						ʔ a b													
601-6						t ə r													
642-6						ʔ a n													
60-6						r ə b ə													
115-6						ʔ a s													
242-6						ʔ a b													
415-6						ʔ a n													
450-6						s ə b													
490-6						t ə r													
61-7							tʼ ə m												
63-7							ʔ a t												
107-7							ʔ a t												
112-7							d a bː o												
331-7							w ɨ r a												
377-7							w ɨ r												
381-7							ʔ a t												
417-7							w ɨ r												
451-7							w ɨ r												
454-7							ʔ a bː o												
484-7							w ɨ r												
535-7							ʔ a bː o												
543-7							w ɨ r												
593-7							ʔ a bː o												
640-7							m e n a												
1-7							d a bː o												
65-7							w ɨ r												
163-7							w ɨ r a												
212-7							ʔ e n												
244-7							ʔ a t												
248-7							w ɨ r												
293-7							w ɨ r												
373-7							kʼ ɨ r												
408-7							w ɨ r												
414-7							ʔ a bː o												
601-7							ʔ a t												
642-7							ʔ a t												
60-7							n ə g ə m												
115-7							kʼ a r												
209-7							w ɨ r												
242-7							ʔ a t												
415-7							z ɨ r a												
450-7							z ɨ r												
490-7							w ɨ r a												
61-8								ʔ ɨ r ə											
63-8								ʔ ɨ r											
107-8								ʔ ɨ r											
112-8								ʔ ɨ r											
331-8								ʔ ɨ r											
377-8								w ɨ r											
381-8								ʔ ɨ r											
417-8								ʔ ɨ r											
451-8								ʔ ɨ r											
454-8								ʔ a r											
484-8								w ɨ r											
535-8								ʔ ɨ r											
543-8								ʔ a b ə											
593-8								ʔ a x w a											
640-8								ʔ ɨ r											
1-8								kʼ ə r ə m											
65-8								ʔ ɨ r											
163-8								ʔ a b ə											
212-8								ʔ ɨ r											
244-8								ʔ a r											
248-8								ʔ ɨ r											
293-8								w ɨ r											
373-8								ʔ ɨ r a											
408-8								ʔ ɨ r											
414-8								ʔ ɨ r											
601-8								ʔ ɨ r											
642-8								ʔ ɨ r a											
60-8								n ə z ə m											
115-8								ʔ ɨ r											
209-8								ʔ ɨ r											
242-8								ʔ a x ə											
415-8								ʔ ɨ r											
450-8								ʔ a b ə											
490-8								ʔ ɨ r											
61-9									b ə r										
63-9									ʔ a r										
107-9									ʔ a r										
112-9									ʔ a r										
331-9									ʔ a r										
377-9									b ə r										
381-9									ʔ a r										
417-9									b ə r										
451-9									b ə r										
454-9									ʔ a r										
484-9									ʔ a r										
535-9									ʔ a r										
543-9									b ə r										
593-9									ʔ a r										
640-9									ʔ a r										
1-9									b ə r ə										
65-9									ʔ a r										
163-9									b ə r										
212-9									ʔ a r										
244-9									ʔ a r										
248-9									m a r										
293-9									b ə r										
373-9									ʔ a r										
408-9									b ə r										
414-9									ʔ a r										
601-9									ʔ a r										
642-9									ʔ a r										
60-9									b ə r ə										
209-9									ʔ a r										
242-9									ʔ a r										
415-9									ʔ a r										
490-9									b ə r										
61-10										tʼ aːi̯									
63-10										b ə kʼ a									
107-10										b ə kʼ a									
112-10										b ə kʼ a									
331-10										ʔ a u n									
377-10										b ə kʼ a									
381-10										ʔ a n									
417-10										tʼ aːi̯									
451-10										b ə kʼ a									
454-10										ʔ a n									
484-10										b ə kʼ a									
535-10										ʔ a n									
543-10										tʼ aːi̯									
593-10										ʔ a n									
640-10										m i n									
1-10										b ə kʼ a									
65-10										tʼ aːi̯									
163-10										b ə kʼ a									
212-10										ʔ a n									
244-10										ʔ a u									
248-10										ʔ a u									
293-10										b ə kʼ a									
373-10										ʔ a u									
408-10										b ə kʼ a									
414-10										b ə kʼ a									
601-10										b ə kʼ a									
115-10										b ə kʼ a									
209-10										b ə kʼ a									
242-10										ʔ a n									
415-10										d aː b o									
490-10										b ə kʼ a									
61-11											ʒ ə ʔ ə								
63-11											ʔ a r								
107-11											ʔ a r								
112-11											ʒ ə ʔ ə								
331-11											g ɨ j ə								
377-11											b ɨ ʃ ə								
381-11											ʔ a n g ə								
417-11											ʒ ə ʔ ə								
451-11											m ə r ə								
454-11											ʔ a r								
484-11											w ɨ r								
535-11											ʔ a r								
543-11											w ɨ r								
593-11											ʔ a r								
640-11											m e n a								
1-11											d ə r ə								
65-11											tʼ ai̯								
163-11											ʒ ə ʔ ə								
212-11											ʔ a n g ə r								
244-11											ʔ a r								
248-11											ʔ a r								
293-11											ʒ ə ʔ ə								
373-11											kʼ ɨ r								
408-11											w ɨ r								
414-11											ʔ a m a								
601-11											ʔ ə x ɨ r								
642-11											ʔ ɨ n								
60-11											n ə g ə								
115-11											ʔ a x ə								
209-11											w ɨ r								
242-11											ʔ a r								
450-11											w ə r								
490-11											ʒ ə ʔ ə								
61-12												m ɨ n							
63-12												ʔ a n							
107-12												m ɨ n							
112-12												ʔ a n							
331-12												ʔ a n							
377-12												m ɨ n ə							
381-12												ʔ a n							
417-12												z i							
451-12												ʔ a n							
454-12												ʔ a n							
484-12												m ɨ n							
535-12												ʔ a n							
543-12												m ɨ n							
593-12												ʔ a tʼ a							
640-12												m ɨ n							
1-12												d ə r ə							
65-12												ʔ a n							
163-12												s ə tʼ ə							
212-12												ʔ a n							
244-12												ʔ a n							
248-12												m ɨ n							
293-12												n ə g ə							
373-12												m ɨ tʼ a							
408-12												ʔ a n a							
414-12												ʔ a kʼ a							
601-12												ʔ a n							
642-12												ʔ a n							
60-12												d ə n g ə							
115-12												kʼ a l							
209-12												m ɨ n							
242-12												ʔ a n							
415-12												kʼ a l							
450-12												m ɨ n							
490-12												m ɨ n ə							
61-13													t ə r a						
63-13													ʔ a r a						
107-13													ʔ a r						
112-13													ʔ a r a						
331-13													n ɨ kʼ						
377-13													b ɨ r ə z ə						
381-13													ʔ a x a						
417-13													z i						
451-13													ʔ a r						
454-13													ʔ a r						
484-13													w ɨ r						
535-13													ʔ a r						
543-13													t ə nː						
593-13													ʔ a tʼ e						
640-13													m w a n						
1-13													ʒ ə tʼ ə						
65-13													ʔ ə tʼ e						
163-13													t ə nː						
212-13													ʔ ə tʼ e						
244-13													ʔ a n b ə t						
248-13													ʔ a r a						
293-13													ʔ ɨ r ə						
373-13													kʼ ɨ r						
408-13													b o r tʃʼ u m a						
414-13													ʔ a r a						
601-13													ʔ ə tʼ ɨ r						
642-13													ʔ a n g ə						
60-13													n ə g ə						
115-13													ʔ a x a						
209-13													t ə nː						
242-13													ʔ a r						
415-13													ʔ a r a						
450-13													z i						
490-13													ʔ ɨ r ə						
61-14														tʼ e					
63-14														ʔ a tʼ e					
107-14														ʔ a n g a					
112-14														ʔ a n g ə					
331-14														t ɨ r a s					
377-14														b ɨ ʃː a					
381-14														ʔ a t					
417-14														z i					
451-14														t ə n					
454-14														ʔ a tʼ e					
484-14														t ɨ r a					
535-14														ʔ a tʼ e					
543-14														tʼ e					
593-14														t ɨ r a s					
640-14														m ɨ ʔ e					
1-14														tʼ ə r ə m					
65-14														tʼ e					
163-14														s ə m					
212-14														ʔ a n					
244-14														ʔ a n b ə t					
248-14														ʔ a n b ə t					
293-14														n ə z ə m					
373-14														kʼ ɨ m a r					
408-14														t ə n					
414-14														ʔ a n g ə					
601-14														ʔ a n g ə					
642-14														ʔ a n g ə					
60-14														n ə z ə m					
115-14														ʔ a n b ə t					
209-14														tʼ e					
242-14														ʔ a t					
415-14														tʼ e					
450-14														tʼ e					
490-14														t ə n					
61-15															m ɨ n				
63-15															ʔ a n				
107-15															ʔ a n				
112-15															m ɨ n				
331-15															ʔ ɨ n				
377-15															ʔ ɨ n				
381-15															ʔ a n				
417-15															w ɨ r				
451-15															m ɨ n				
454-15															ʔ a n				
484-15															ʔ a n				
535-15															ʔ a n				
543-15															w ɨ r				
593-15															ʔ a n				
640-15															m ɨ tʼ a				
1-15															ʔ a n				
65-15															ʔ a n				
163-15															b ə o				
212-15															ʔ ɨ n				
244-15															ʔ a t ə				
248-15															ʔ a n				
293-15															b ə o				
373-15															ʔ a n				
414-15															ʔ a n				
601-15															ʔ a n				
642-15															m ɨ n				
60-15															ʔ ɨ n				
115-15															ʔ a n				
209-15															w ɨ r				
242-15															ʔ a n				
415-15															m ɨ n				
450-15															s ə r ə				
490-15															ʔ a n o				
61-16																t ə r			
63-16																ʔ ɨ n			
107-16																ʔ ɨ n			
112-16																ʔ ɨ n			
331-16																ʔ ɨ n			
377-16																ʔ ɨ n			
381-16																ʔ ɨ n			
417-16																t ə r			
451-16																t ə r			
454-16																ʔ ɨ n			
484-16																t ə r			
535-16																ħ a m l e			
543-16																t ə r			
593-16																t ə r			
640-16																ʔ ɨ n			
65-16																h ɨ r			
163-16																t ə r			
212-16																ʔ ɨ n			
244-16																ʔ ɨ n			
248-16																ʔ ɨ n			
293-16																t ə r			
373-16																ʔ ɨ n			
408-16																ʔ ɨ n			
414-16																ʔ ɨ n			
601-16																s ə n			
642-16																ʔ ɨ n			
209-16																h ɨ t o m			
242-16																ʔ ɨ n			
415-16																ʔ ɨ n			
450-16																t ə r			
61-17																	ħ a g ə		
63-17																	ʔ a g ə		
107-17																	q ə n		
112-17																	ʔ a g ə		
331-17																	q ə n		
377-17																	q ə n ə		
381-17																	ħ a g ə		
417-17																	q ə n		
451-17																	q ə n ə		
454-17																	ʔ a g ə		
484-17																	q ə n ə		
535-17																	ʔ a g ə		
543-17																	ħ a g ə		
593-17																	q ə n		
640-17																	ħ a g ə		
1-17																	q ə n ə		
65-17																	ħ a g ə		
163-17																	q ə n i		
212-17																	q ə n		
244-17																	ħ a g ə		
248-17																	m ɨ s a t		
293-17																	s ə b ʔ ai̯		
373-17																	ʔ a g ə		
408-17																	q ə n		
414-17																	q ə n i		
601-17																	q ə n ə		
642-17																	q ə n		
60-17																	q ə n ə		
115-17																	ħ a g ə		
209-17																	q ə n		
415-17																	ʔ a g ə		
450-17																	ʔ ɨ zː i		
61-18																		ʔ ɨ n	
63-18																		ʔ a n o	
107-18																		ʔ a l	
112-18																		ʔ a n	
331-18																		ʔ a n	
377-18																		ʔ ɨ n	
381-18																		ʔ a n o	
417-18																		ʔ a n	
451-18																		ʔ a n	
454-18																		ʔ ɨ n	
484-18																		ʔ ɨ n	
535-18																		ʔ a n o	
543-18																		m ɨ n	
593-18																		ʔ a n	
640-18																		m ɨ n	
1-18																		b ə n	
65-18																		ʔ ɨ n	
163-18																		t ə n	
212-18																		ʔ ɨ n	
244-18																		ʔ a n o	
248-18																		ʔ a n o	
293-18																		b ə r ə	
373-18																		m ɨ n	
408-18																		ʔ ɨ n	
414-18																		ʔ a bː o	
601-18																		ʔ ɨ n	
642-18																		m ɨ n	
60-18																		ʔ ɨ n	
115-18																		ʔ a n	
209-18																		m ɨ n	
242-18																		ʔ ɨ n	
415-18																		m ɨ n	
450-18																		ʔ a n	
490-18																		ʔ ɨ n	
61-19																			ʔ a n
63-19																			ʔ a n
107-19																			ʔ a n
112-19																			ʔ a n
331-19																			ʔ a n
377-19																			ʔ a n
381-19																			ʔ a n
417-19																			ʔ a n
451-19																			ʔ a n
454-19																			ʔ a n
484-19																			ʔ a n
535-19																			ʔ a n
543-19																			ʔ a n
593-19																			ʔ a b u
640-19																			ʔ a n
1-19																			ʔ a n
65-19																			ʔ a n
163-19																			ʔ a n
212-19																			ʔ a n
244-19																			ʔ a n
248-19																			ʔ a n
293-19																			ʔ a n
373-19																			m ɨ n
408-19																			ʔ a n
414-19																			ʔ a t ə
601-19																			ʔ a n
642-19																			ʔ a n
60-19																			ʔ a n
115-19																			ʔ a n
209-19																			ʔ a n
242-19																			ʔ a n
415-19																			m ɨ n
450-19																			ʔ a n
490-19																			ʔ a n
