COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
647-1	t aː Ø e o t e																		
10-1	Ø ɨ Ø u Ø																		
110-1	Ø t																		
152-1	Ø Ø																		
211-1	Ø u s Ø																		
328-1	s aː Ø aː Ø aː e																		
333-1	Ø ɨ s ɨ Ø e																		
334-1	ɲ Ø aː s																		
410-1	Ø Ø o																		
540-1	Ø o Ø																		
109-1	g j Ø Ø aː																		
153-1	Ø aː ə s ɨ Ø																		
250-1	e e Ø o Ø o Ø																		
289-1	a Ø ɨ Ø Ø																		
326-1	Ø o t Ø																		
594-1	g j Ø Ø Ø Ø																		
154-1	Ø Ø aː s																		
245-1	Ø e o Ø o Ø o																		
247-1	ɨ Ø Ø Ø Ø Ø t																		
286-1	s ɨ g e aː Ø e e																		
643-1	g Ø Ø aː																		
62-1	Ø aː Ø Ø Ø																		
288-1	Ø aː Ø Ø Ø e																		
416-1	Ø aː Ø ɨ Ø																		
5-1	Ø Ø n n Ø																		
61-2		d ə m																	
63-2		ʔ e Ø m Ø Ø																	
107-2		Ø e m ə e																	
112-2		d e b ə e																	
331-2		Ø Ø ʃ Ø																	
377-2		b Ø e Ø Ø Ø Ø																	
381-2		ʔ e Ø Ø Ø Ø Ø																	
417-2		Ø dʒ																	
451-2		ʃ ə Ø Ø Ø b Ø Ø Ø																	
454-2		ʔ e Ø Ø																	
484-2		ʃ Ø ʃ Ø Ø Ø																	
535-2		ʔ e ʃ Ø Ø																	
543-2		ʃ ə Ø Ø ʃ Ø Ø																	
593-2		ʔ e m Ø ʃ																	
640-2		m e Ø																	
1-2		d ə b ə ə Ø																	
65-2		Ø Ø Ø Ø Ø Ø																	
163-2		ʃ ə Ø Ø Ø ə																	
212-2		ʔ i Ø																	
244-2		ʔ e b ə Ø Ø Ø Ø																	
248-2		m Ø Ø Ø e																	
293-2		Ø ə ə s																	
373-2		Ø m e																	
408-2		b e Ø Ø e																	
414-2		d b e Ø e																	
642-2		Ø Ø e ʃ																	
60-2		ə Ø ə ʃ ə Ø																	
115-2		ʔ Ø e Ø m																	
209-2		ʃ Ø m u Ø Ø Ø																	
242-2		ʔ e m Ø ʃ Ø Ø																	
415-2		dʒ e b																	
450-2		dʒ ə Ø Ø Ø																	
490-2		Ø ə b Ø j Ø Ø																	
645-2		Ø e																	
160-2		d ə ə Ø																	
208-2		ʔ Ø j e Ø Ø																	
378-2		ʔ e Ø Ø ə Ø Ø																	
379-2		Ø ə Ø Ø ə Ø Ø																	
409-2		n i Ø Ø ə																	
598-2		Ø Ø l Ø ə Ø																	
646-2		ʔ e Ø Ø Ø Ø Ø ə																	
210-2		d ə Ø j ə Ø																	
215-2		ʔ e Ø j b Ø Ø																	
285-2		m Ø e d																	
380-2		ʔ Ø n Ø Ø e																	
412-2		ʃ e n u Ø																	
496-2		Ø Ø Ø ʃ ə b ə Ø Ø Ø Ø Ø																	
64-2		d e b Ø Ø ə																	
251-2		Ø e Ø Ø Ø Ø																	
294-2		Ø Ø Ø Ø m j Ø Ø Ø																	
597-2		ʔ eː Ø ə m ə Ø																	
7-2		ʔ e Ø Ø e																	
158-2		Ø ə m Ø i ʃ Ø																	
296-2		ʔ ə n Ø Ø Ø Ø																	
375-2		ʃ ə b Ø Ø																	
541-2		Ø ə Ø																	
113-2		b Ø Ø																	
252-2		ə Ø Ø b ə Ø																	
330-2		Ø e Ø d Ø Ø																	
449-2		ʔ e Ø ə																	
491-2		d Ø ə Ø																	
545-2		Ø ə Ø Ø																	
596-2		ə Ø ə																	
4-2		Ø Ø eː Ø Ø b Ø																	
106-2		m ə ʃ e Ø																	
254-2		Ø i m Ø e Ø																	
290-2		ʔ e Ø ə Ø ə Ø																	
602-2		m Ø Ø																	
2-2		Ø n Ø Ø Ø Ø Ø Ø																	
3-2		Ø Ø Ø Ø																	
213-2		ʔ Ø Ø ʃ Ø Ø																	
486-2		ə Ø ə Ø ə Ø																	
10-2		Ø Ø Ø																	
152-2		Ø Ø Ø ə																	
211-2		m u ʃ u d																	
328-2		ʃ ə d ə b ə Ø																	
333-2		m u ʃ u Ø																	
334-2		ʔ e m b ə ʃ e																	
540-2		Ø b e																	
109-2		Ø Ø Ø																	
250-2		Ø Ø Ø Ø Ø																	
289-2		l Ø																	
326-2		m Ø Ø Ø ə																	
154-2		ʔ i Ø e Ø e ʃ e																	
247-2		ʔ u Ø Ø Ø i Ø																	
286-2		ʃ ə Ø ə																	
418-2		b ə b ə Ø																	
416-2		Ø ə																	
455-2		ʔ i m e																	
456-2		Ø Ø Ø Ø ʃ ə b ə Ø Ø Ø Ø Ø Ø Ø Ø																	
495-2		Ø i Ø																	
61-3			Ø Ø Ø																
63-3			Ø Ø Ø Ø Ø Ø Ø																
107-3			Ø Ø Ø Ø Ø Ø																
112-3			Ø Ø Ø Ø Ø Ø																
331-3			Ø Ø Ø Ø Ø Ø Ø																
377-3			Ø Ø Ø Ø Ø Ø Ø Ø																
381-3			Ø Ø Ø Ø Ø Ø Ø																
417-3			Ø Ø Ø																
451-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
454-3			Ø Ø Ø Ø Ø Ø Ø Ø																
484-3			Ø Ø Ø Ø Ø Ø Ø Ø																
535-3			Ø Ø Ø Ø Ø Ø Ø																
543-3			Ø Ø Ø Ø Ø Ø Ø																
593-3			Ø Ø Ø Ø Ø Ø																
640-3			Ø Ø Ø Ø Ø																
1-3			Ø Ø Ø Ø Ø Ø Ø																
65-3			Ø Ø Ø Ø Ø Ø																
163-3			Ø Ø Ø Ø Ø Ø																
212-3			Ø Ø Ø Ø																
244-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
248-3			Ø Ø Ø Ø Ø Ø Ø																
293-3			Ø Ø Ø Ø Ø																
373-3			Ø Ø Ø Ø Ø Ø																
408-3			Ø Ø Ø Ø Ø Ø																
414-3			Ø Ø Ø Ø Ø Ø Ø Ø																
601-3			Ø Ø Ø Ø Ø Ø Ø Ø																
642-3			Ø Ø Ø Ø Ø Ø Ø																
60-3			Ø Ø Ø Ø Ø Ø Ø																
115-3			Ø Ø Ø Ø Ø Ø																
209-3			Ø Ø Ø Ø Ø Ø Ø Ø																
242-3			Ø Ø Ø Ø Ø Ø Ø Ø																
415-3			Ø Ø Ø Ø Ø																
450-3			Ø Ø Ø Ø Ø Ø																
490-3			Ø Ø Ø Ø Ø Ø Ø																
638-3			Ø Ø Ø Ø Ø Ø Ø																
645-3			Ø Ø Ø																
75-3			Ø Ø Ø Ø Ø Ø Ø																
160-3			Ø Ø Ø Ø Ø Ø																
208-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø																
214-3			Ø Ø Ø Ø Ø																
218-3			Ø Ø Ø Ø Ø Ø Ø																
378-3			Ø Ø Ø Ø Ø Ø Ø Ø																
379-3			Ø Ø Ø Ø Ø Ø Ø Ø																
409-3			Ø Ø Ø Ø Ø Ø Ø																
497-3			Ø Ø Ø Ø Ø																
598-3			Ø Ø Ø Ø Ø Ø Ø																
646-3			Ø Ø Ø Ø Ø Ø Ø																
164-3			Ø Ø Ø Ø Ø Ø Ø																
210-3			Ø Ø Ø Ø Ø Ø Ø																
215-3			Ø Ø Ø Ø Ø Ø Ø Ø																
256-3			Ø Ø Ø Ø																
285-3			Ø Ø Ø Ø Ø																
332-3			Ø Ø Ø Ø Ø Ø Ø																
380-3			Ø Ø Ø Ø Ø Ø																
412-3			Ø Ø Ø Ø Ø Ø																
496-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø																
64-3			Ø Ø Ø Ø Ø Ø																
67-3			Ø Ø Ø Ø Ø Ø																
169-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
251-3			Ø Ø Ø Ø Ø Ø																
461-3			Ø Ø Ø Ø																
547-3			Ø Ø Ø Ø Ø																
597-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
655-3			Ø Ø Ø Ø Ø Ø Ø																
7-3			Ø Ø Ø Ø Ø																
158-3			Ø Ø Ø Ø Ø Ø Ø																
168-3			Ø Ø Ø Ø Ø																
296-3			Ø Ø Ø Ø Ø Ø Ø																
372-3			Ø Ø Ø Ø Ø Ø																
374-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
375-3			Ø Ø Ø Ø Ø																
385-3			Ø Ø Ø Ø Ø																
411-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
500-3			Ø Ø Ø Ø Ø Ø																
6-3			Ø Ø Ø Ø Ø Ø Ø																
17-3			Ø Ø Ø Ø Ø																
123-3			Ø Ø Ø Ø Ø Ø																
252-3			Ø Ø Ø Ø Ø Ø Ø																
421-3			Ø Ø Ø Ø																
448-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø																
449-3			Ø Ø Ø Ø Ø Ø																
545-3			Ø Ø Ø Ø Ø Ø																
596-3			Ø Ø Ø Ø																
653-3			Ø Ø Ø Ø Ø																
4-3			Ø Ø Ø Ø Ø Ø Ø																
254-3			Ø Ø Ø Ø Ø Ø Ø																
290-3			Ø Ø Ø Ø Ø Ø Ø																
339-3			Ø Ø Ø Ø Ø Ø																
460-3			Ø Ø Ø Ø Ø Ø																
489-3			Ø Ø Ø Ø Ø Ø Ø Ø																
552-3			Ø Ø Ø Ø Ø																
652-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
119-3			Ø Ø Ø Ø Ø Ø Ø																
298-3			Ø Ø Ø Ø Ø Ø																
340-3			Ø Ø Ø Ø Ø Ø																
458-3			Ø Ø Ø Ø Ø Ø Ø																
459-3			Ø Ø Ø Ø Ø Ø Ø Ø																
607-3			Ø Ø Ø Ø Ø Ø																
609-3			Ø Ø Ø Ø																
647-3			Ø Ø Ø Ø Ø Ø Ø																
10-3			Ø Ø Ø Ø Ø Ø																
15-3			Ø Ø Ø Ø Ø Ø Ø																
18-3			Ø Ø Ø Ø Ø Ø																
73-3			Ø Ø Ø Ø Ø Ø Ø Ø																
76-3			Ø Ø Ø Ø Ø Ø Ø																
110-3			Ø Ø Ø Ø Ø Ø																
121-3			Ø Ø Ø Ø																
167-3			Ø Ø Ø Ø																
255-3			Ø Ø Ø Ø Ø Ø Ø																
297-3			Ø Ø Ø Ø Ø Ø																
299-3			Ø Ø Ø Ø Ø Ø																
338-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
342-3			Ø Ø Ø Ø																
344-3			Ø Ø Ø Ø Ø																
410-3			Ø Ø Ø Ø Ø Ø																
540-3			Ø Ø Ø Ø																
550-3			Ø Ø Ø Ø Ø Ø																
153-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø																
219-3			Ø Ø Ø Ø Ø																
250-3			Ø Ø Ø Ø Ø Ø Ø Ø																
301-3			Ø Ø Ø Ø Ø Ø																
74-3			Ø Ø Ø Ø Ø																
120-3			Ø Ø Ø Ø Ø																
122-3			Ø Ø Ø Ø																
220-3			Ø Ø Ø Ø Ø																
245-3			Ø Ø Ø Ø Ø Ø Ø																
300-3			Ø Ø Ø Ø Ø																
341-3			Ø Ø Ø Ø Ø Ø Ø Ø																
549-3			Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø																
610-3			Ø Ø Ø Ø Ø Ø Ø																
118-3			Ø Ø Ø Ø																
221-3			Ø Ø Ø Ø Ø Ø																
420-3			Ø Ø Ø Ø Ø Ø																
455-3			Ø Ø Ø Ø Ø Ø																
495-3			Ø Ø Ø Ø Ø																
498-3			Ø Ø Ø Ø Ø Ø Ø																
61-4				Ø ə m															
63-4				Ø Ø Ø Ø Ø m Ø															
107-4				g Ø m ə Ø o															
112-4				Ø Ø b ə Ø Ø															
331-4				l Ø g o Ø Ø Ø															
377-4				b o Ø Ø Ø ə Ø ə															
381-4				Ø Ø Ø Ø Ø Ø Ø															
417-4				Ø Ø Ø															
451-4				Ø ə Ø Ø Ø b o Ø Ø															
454-4				Ø Ø o Ø ə Ø Ø Ø															
484-4				Ø Ø Ø Ø Ø Ø Ø Ø															
535-4				Ø Ø Ø Ø Ø Ø Ø															
543-4				Ø ə Ø Ø Ø Ø Ø															
593-4				Ø Ø m Ø Ø Ø															
640-4				m Ø Ø l o															
1-4				Ø ə Ø ə Ø ə m															
65-4				Ø Ø o o o Ø															
163-4				Ø ə Ø Ø Ø ə															
408-4				b Ø Ø Ø Ø Ø															
414-4				Ø Ø b o o o o Ø															
601-4				Ø Ø Ø ə b Ø Ø Ø															
642-4				Ø Ø l ə Ø Ø Ø															
60-4				l ə Ø ə Ø ə m															
115-4				Ø Ø Ø Ø Ø m															
450-4				Ø ə Ø Ø Ø Ø															
490-4				Ø ə b Ø Ø ə m															
638-4				Ø Ø o Ø Ø Ø Ø															
645-4				Ø Ø Ø															
75-4				Ø Ø m b Ø Ø Ø															
160-4				Ø Ø Ø Ø Ø Ø															
378-4				Ø Ø l g o Ø Ø o															
379-4				Ø Ø Ø Ø Ø Ø Ø o															
409-4				g ə Ø Ø ə Ø Ø															
497-4				Ø ə Ø Ø l															
598-4				Ø Ø Ø Ø ə Ø															
646-4				Ø o Ø Ø Ø ə Ø															
164-4				b ə Ø Ø Ø ə Ø															
332-4				Ø ə Ø g Ø Ø Ø															
380-4				Ø Ø Ø Ø Ø Ø															
412-4				Ø Ø Ø Ø l o															
64-4				Ø Ø Ø o o o															
67-4				Ø Ø Ø Ø Ø Ø															
169-4				l Ø Ø Ø Ø Ø Ø m Ø															
461-4				Ø Ø Ø Ø															
547-4				Ø Ø Ø Ø Ø															
597-4				Ø o o m o o Ø Ø Ø															
655-4				m Ø Ø Ø Ø Ø Ø															
158-4				Ø ə m o Ø Ø o															
168-4				Ø Ø m Ø Ø															
372-4				Ø ə l Ø ə Ø															
374-4				b Ø Ø Ø Ø Ø Ø Ø Ø															
375-4				Ø ə b Ø Ø															
385-4				Ø Ø Ø Ø Ø															
411-4				Ø Ø Ø Ø Ø Ø Ø Ø Ø															
500-4				Ø Ø m Ø Ø Ø															
541-4				Ø ə Ø Ø Ø															
6-4				m Ø Ø Ø Ø m Ø															
17-4				Ø Ø Ø Ø Ø															
330-4				Ø ə Ø Ø Ø Ø															
421-4				b Ø Ø Ø															
449-4				Ø Ø Ø Ø Ø o															
545-4				Ø Ø Ø Ø o Ø															
596-4				l Ø g Ø															
653-4				b Ø Ø Ø Ø															
4-4				g Ø Ø l Ø Ø Ø															
8-4				Ø Ø b Ø Ø Ø Ø Ø															
106-4				m ə Ø Ø o Ø															
339-4				b Ø Ø Ø Ø Ø															
489-4				b Ø Ø Ø Ø Ø m Ø															
652-4				Ø Ø l Ø Ø Ø o Ø Ø															
119-4				Ø Ø l g Ø Ø Ø															
340-4				g Ø Ø Ø Ø Ø															
458-4				Ø Ø l g Ø Ø Ø															
486-4				Ø ə Ø ə Ø ə Ø															
607-4				Ø Ø Ø Ø Ø Ø															
609-4				Ø Ø g Ø															
15-4				Ø Ø Ø Ø m															
18-4				Ø Ø Ø o Ø Ø															
73-4				Ø Ø Ø o Ø Ø Ø Ø															
76-4				Ø Ø m Ø Ø Ø Ø															
110-4				Ø Ø Ø Ø Ø Ø															
121-4				Ø Ø Ø Ø															
167-4				g Ø Ø Ø															
334-4				Ø Ø l b ə Ø Ø															
342-4				m Ø l Ø															
344-4				Ø Ø Ø Ø m															
410-4				Ø Ø Ø Ø Ø o															
550-4				Ø Ø l Ø Ø Ø															
612-4				Ø ə Ø Ø b Ø Ø															
120-4				Ø Ø l g Ø															
122-4				Ø Ø Ø Ø															
341-4				Ø Ø Ø Ø o m Ø m															
549-4				Ø Ø Ø Ø o o Ø Ø Ø Ø o															
610-4				m Ø Ø Ø Ø Ø															
61-5					Ø ə m														
63-5					Ø Ø Ø Ø Ø m Ø														
107-5					g o m ə Ø o														
112-5					Ø Ø b ə Ø o														
331-5					Ø ə g Ø Ø Ø Ø														
377-5					b Ø Ø Ø Ø Ø Ø ə														
381-5					Ø Ø Ø Ø Ø Ø Ø														
417-5					Ø Ø Ø														
451-5					Ø ə Ø Ø Ø b o Ø Ø														
454-5					Ø o Ø Ø ə Ø Ø Ø														
484-5					Ø Ø Ø Ø Ø Ø Ø Ø														
535-5					Ø Ø Ø Ø Ø Ø Ø														
543-5					Ø ə Ø Ø Ø Ø Ø														
593-5					Ø Ø m Ø Ø Ø														
640-5					m Ø Ø Ø Ø														
1-5					Ø ə Ø ə Ø ə Ø														
65-5					Ø Ø Ø Ø Ø Ø														
163-5					Ø ə Ø Ø Ø ə														
212-5					Ø ə Ø Ø														
244-5					Ø o Ø b o Ø Ø Ø Ø														
248-5					m Ø ə Ø Ø Ø o														
293-5					Ø ə Ø ə Ø														
373-5					Ø Ø Ø m o Ø														
408-5					b Ø Ø Ø Ø o														
414-5					Ø ə b Ø Ø Ø Ø o														
601-5					Ø ə Ø Ø b Ø Ø Ø														
642-5					Ø Ø Ø Ø Ø Ø Ø														
60-5					Ø ə Ø ə Ø ə Ø														
115-5					Ø ə Ø Ø Ø m														
209-5					Ø ə m Ø Ø Ø Ø Ø														
242-5					Ø o m Ø Ø Ø Ø Ø														
415-5					Ø Ø Ø o Ø														
450-5					Ø ə Ø Ø Ø Ø														
490-5					Ø ə b Ø Ø ə Ø														
638-5					Ø Ø Ø Ø Ø ə Ø														
645-5					Ø Ø Ø														
75-5					Ø Ø m b Ø Ø Ø														
160-5					Ø ə Ø ə Ø Ø														
208-5					Ø Ø Ø Ø Ø ə Ø o Ø Ø														
214-5					Ø o b Ø Ø														
218-5					Ø Ø Ø Ø Ø Ø Ø														
378-5					Ø Ø Ø g Ø ə Ø Ø														
379-5					Ø ə Ø Ø Ø ə Ø Ø														
409-5					g o Ø Ø ə Ø Ø														
497-5					Ø ə Ø Ø Ø														
598-5					Ø Ø Ø Ø Ø Ø Ø														
164-5					b ə Ø Ø Ø ə Ø														
210-5					Ø ə Ø Ø ə Ø ə														
215-5					Ø o Ø b o b ə Ø														
256-5					Ø Ø Ø o														
285-5					m Ø Ø o Ø														
332-5					Ø ə Ø g Ø Ø Ø														
380-5					Ø Ø Ø Ø Ø o														
496-5					Ø Ø Ø Ø Ø Ø ə Ø b ə Ø Ø Ø Ø Ø														
64-5					Ø Ø b Ø Ø o														
67-5					Ø Ø Ø Ø Ø Ø														
169-5					Ø ə Ø Ø ə Ø ə m ə														
251-5					Ø ə Ø Ø Ø Ø														
294-5					Ø Ø m Ø Ø ə Ø Ø Ø Ø Ø														
461-5					Ø Ø Ø ə														
547-5					Ø Ø Ø Ø Ø														
597-5					Ø Ø Ø g ə m ə Ø o														
655-5					m Ø Ø Ø Ø Ø Ø														
7-5					Ø o Ø g o														
168-5					Ø o Ø Ø Ø														
296-5					Ø ə Ø Ø Ø Ø Ø														
372-5					Ø ə Ø Ø ə Ø														
374-5					b ə Ø Ø Ø Ø Ø Ø o														
375-5					Ø ə b Ø Ø														
385-5					Ø Ø Ø ə Ø														
411-5					Ø Ø Ø ə Ø Ø Ø Ø Ø														
500-5					Ø o b Ø Ø Ø														
6-5					m ə Ø Ø Ø m Ø														
17-5					Ø ə Ø Ø Ø														
113-5					b Ø Ø Ø														
123-5					Ø ə Ø ə Ø Ø														
252-5					Ø ə Ø ə b ə Ø														
421-5					b Ø Ø ə														
448-5					Ø ə Ø o m Ø Ø ə Ø b ə Ø														
449-5					Ø Ø Ø Ø ə Ø														
545-5					Ø Ø Ø ə m Ø														
596-5					Ø ə g ə														
653-5					b ə Ø ə Ø														
4-5					g Ø Ø Ø Ø Ø ə														
8-5					Ø ə b ə Ø Ø Ø o														
290-5					Ø o g ə Ø ə m														
339-5					b ə Ø o Ø Ø														
460-5					Ø Ø Ø o Ø Ø														
489-5					b Ø ə Ø Ø ə Ø Ø														
552-5					Ø ə Ø Ø Ø														
602-5					m Ø Ø Ø Ø														
652-5					Ø ə Ø Ø ə Ø Ø Ø Ø														
3-5					Ø ə Ø Ø Ø ə														
119-5					Ø Ø Ø g Ø Ø o														
298-5					Ø Ø Ø Ø Ø Ø														
340-5					g Ø ə Ø Ø ə														
458-5					Ø ə Ø g ə Ø ə														
459-5					Ø o Ø Ø Ø Ø Ø ə														
486-5					Ø ə Ø ə Ø ə Ø														
607-5					Ø ə Ø Ø Ø Ø														
609-5					Ø ə g o														
647-5					Ø ə Ø Ø ə Ø ə														
15-5					Ø Ø Ø Ø Ø Ø Ø														
18-5					Ø Ø Ø Ø Ø ə														
73-5					Ø ə Ø Ø ə Ø ə Ø														
76-5					Ø Ø m Ø ə Ø Ø														
110-5					Ø Ø Ø Ø Ø ə														
121-5					Ø Ø Ø ə														
152-5					Ø o Ø Ø														
167-5					g Ø Ø ə														
255-5					Ø Ø ə Ø Ø Ø ə														
297-5					g Ø Ø Ø ə Ø														
299-5					g Ø Ø Ø ə Ø														
334-5					Ø Ø m b ə Ø Ø														
338-5					Ø ə m o Ø Ø Ø Ø Ø														
342-5					m Ø Ø Ø														
344-5					Ø ə Ø ə m														
410-5					Ø Ø Ø Ø Ø Ø														
550-5					g ə Ø Ø Ø Ø														
612-5					Ø Ø Ø Ø b Ø Ø														
219-5					g ə Ø o Ø														
250-5					Ø Ø Ø Ø Ø ə Ø Ø														
301-5					Ø Ø Ø ə Ø o														
74-5					g Ø ə Ø ə														
120-5					Ø Ø Ø g o														
220-5					Ø ə Ø o Ø														
245-5					Ø Ø ə Ø ə Ø ə														
300-5					Ø Ø ə Ø Ø														
341-5					Ø ə Ø Ø Ø ə m ə														
549-5					Ø ə Ø Ø Ø Ø Ø g Ø Ø Ø														
643-5					g o Ø Ø Ø														
118-5					Ø ə Ø ə														
420-5					Ø o Ø Ø o Ø														
455-5					Ø Ø Ø Ø Ø o														
495-5					Ø Ø Ø Ø Ø														
61-6						Ø Ø Ø													
63-6						Ø Ø Ø Ø Ø Ø Ø													
107-6						g Ø Ø Ø Ø Ø													
112-6						Ø Ø Ø Ø Ø Ø													
331-6						Ø Ø g Ø Ø Ø Ø													
377-6						Ø Ø Ø Ø Ø Ø Ø Ø													
381-6						Ø Ø Ø Ø Ø Ø Ø													
417-6						Ø Ø Ø													
451-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø													
454-6						Ø Ø Ø Ø Ø Ø Ø Ø													
484-6						Ø Ø Ø Ø Ø Ø Ø Ø													
535-6						ʔ Ø Ø Ø Ø Ø Ø													
543-6						Ø Ø Ø Ø Ø Ø Ø													
593-6						Ø Ø Ø Ø Ø Ø													
640-6						Ø Ø Ø Ø Ø													
1-6						Ø Ø Ø Ø Ø Ø Ø													
163-6						Ø Ø Ø Ø Ø Ø													
212-6						ʔ Ø Ø Ø													
244-6						ʔ Ø Ø Ø Ø Ø Ø Ø Ø													
248-6						Ø Ø Ø Ø Ø Ø Ø													
293-6						Ø Ø Ø Ø Ø													
373-6						Ø Ø Ø Ø Ø													
408-6						Ø Ø Ø Ø Ø Ø													
601-6						Ø Ø Ø Ø Ø Ø Ø Ø													
642-6						Ø Ø Ø Ø Ø Ø Ø													
60-6						Ø Ø Ø Ø Ø Ø Ø													
115-6						Ø Ø Ø Ø Ø													
242-6						ʔ Ø Ø Ø Ø Ø Ø Ø													
415-6						Ø Ø Ø Ø Ø													
450-6						Ø Ø Ø Ø Ø Ø													
490-6						Ø Ø Ø Ø Ø Ø													
638-6						Ø ɨː Ø Ø Ø Ø Ø													
645-6						Ø Ø Ø													
75-6						Ø Ø Ø Ø ɨː Ø Ø													
208-6						ʔ Ø Ø Ø Ø ɨː Ø Ø Ø Ø													
214-6						Ø Ø Ø Ø Ø													
218-6						Ø ɨː Ø Ø ɨː Ø Ø													
409-6						ʔ Ø Ø Ø Ø Ø Ø													
497-6						Ø Ø Ø Ø Ø													
598-6						Ø Ø Ø Ø Ø Ø Ø													
646-6						ʔ Ø Ø Ø Ø Ø Ø													
215-6						Ø Ø Ø Ø Ø Ø Ø Ø													
256-6						Ø Ø Ø Ø													
294-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø													
655-6						Ø ɨː Ø Ø Ø													
158-6						Ø Ø Ø Ø Ø Ø Ø													
372-6						Ø Ø Ø Ø Ø Ø													
375-6						Ø Ø Ø Ø Ø													
411-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø													
500-6						Ø ɨː Ø Ø ɨː Ø													
541-6						Ø Ø Ø Ø Ø													
113-6						Ø Ø Ø Ø													
252-6						Ø Ø Ø Ø Ø Ø Ø													
330-6						Ø Ø Ø Ø Ø Ø													
448-6						Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø													
106-6						Ø Ø Ø Ø Ø													
290-6						Ø Ø g Ø Ø Ø Ø													
460-6						Ø Ø Ø Ø Ø Ø													
552-6						Ø Ø Ø Ø													
602-6						Ø Ø Ø Ø													
2-6						Ø Ø Ø Ø Ø Ø Ø													
