COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
640-2		m a n i																	
1-2		tʃʼ e mː ə r a																	
65-2		tʼ u t																	
163-2		s ə tʃ a																	
212-2		ʔ eː n																	
244-2		ʔ a r b i t																	
248-2		m u l u																	
293-2		f ə r ə s																	
373-2		kʼ ɨ m a l																	
408-2		b ə ʔ r a																	
414-2		d u bː a																	
642-2		n ɨ f a s																	
60-2		n ə fː ə h a																	
115-2		l a m																	
209-2		s ə mː ɨ t																	
242-2		ʔ a m ɨ s t																	
415-2		z ɨ n a b																	
450-2		z ə r i																	
490-2		tʼ ə bː a																	
645-2		kʼ a l																	
160-2		d ə r ə kʼ a																	
208-2		ʔ ɨ n kʼ u l a l																	
378-2		ʔ a ɲ g ə d																	
379-2		ʒ ɨ h ɨ tʼ ə ɲ																	
409-2		ʔ a t ə r																	
598-2		k e t																	
646-2		ʔ a n k																	
210-2		z ə h o n																	
215-2		tʼ a d																	
285-2		m ɨ tʼ a d																	
380-2		ʔ a h a ɲ																	
412-2		s a h ɨ n																	
496-2		s ə m b ə d																	
64-2		d a m o																	
251-2		f ɨ jː ə l																	
294-2		m u kʼ i n a																	
597-2		h e m ə ɲː a																	
7-2		ʔ a l g a																	
158-2		kʼ e m i s																	
296-2		ʔ i wː a t																	
375-2		s ə w																	
541-2		kʼ ə tʃ ɨ n																	
113-2		b u nː																	
252-2		r a x ə w																	
330-2		kʼ ə l d																	
449-2		x a j e																	
491-2		d ɨ n g ə t																	
545-2		k ɨ s ɨ m																	
596-2		n ə g																	
4-2		dʒ eː d																	
106-2		m ə tʼː a																	
254-2		dʒ u m a ʔ a																	
290-2		h a gː ə z a																	
602-2		m ɨ n																	
2-2		d i jː u m																	
3-2		k ɨ rː a																	
213-2		ʔ a r aː ʃ																	
486-2		n ə tʼː ə kʼ ə																	
10-2		tʼ ɨ kʼ u r																	
152-2		ʔ a z o																	
211-2		m u ʃ e d																	
328-2		s ə dː ə b ə																	
333-2		m ɨ sː ɨ r																	
334-2		x a m b ə s a																	
540-2		l e β a																	
109-2		g u n tʃ e																	
250-2		t ə w ə																	
289-2		l ɨ b i																	
326-2		m ə t o																	
154-2		f ə rː ə s ə																	
247-2		ʔ ɨ n kʼ u r a r i t																	
286-2		tʃ ɨ g a r																	
418-2		b ə r b ə r e																	
416-2		kʼ ə j ɨ h																	
455-2		x ɨ j ɨ m a																	
456-2		s ə m b ə d																	
495-2		tʃ ə h e d																	
61-3			d ə m																
63-3			ʔ a tʼ ɨ m																
107-3			g a m e r a																
112-3			d a b ə r a																
331-3			n ɨ g w s																
377-3			b ɨ kʼ w ə r ə																
381-3			ʔ a t																
417-3			r u z																
451-3			s ə b a t																
454-3			ʔ a tʃʼ ɨ r																
484-3			s ɨ d ɨ s t																
535-3			ʔ a s ɨ r																
543-3			s o s t																
593-3			ʔ a m u s																
640-3			m w a n																
1-3			d ə p ə r ə m																
65-3			tʼ u																
163-3			s ə tʃʼ ə																
212-3			ʔ e n																
244-3			ʔ a r b ə t																
248-3			m u r a																
293-3			f ə r ə z																
373-3			kʼ ɨ m a r																
408-3			b o r a																
414-3			d ɨ b a kʼ ɨ l a																
601-3			ʔ ə r o																
642-3			ʔ ɨ n f a s																
60-3			n ə f ə s ə m																
115-3			ʔ ə r a m																
209-3			s u n t																
242-3			ʔ a m ɨ s t																
415-3			z ɨ r a b																
450-3			z ə r																
490-3			t ə p w ə m																
638-3			s ɨ n ə																
645-3			kʼ a r																
75-3			ʔ a m b ɨ r																
160-3			tʼ ə r ə kʼ																
208-3			ʔ ɨ n kʼ w ɨ r a																
214-3			ʔ a b																
218-3			ʔ ɨ n z ɨ r																
378-3			ʔ a n g ə t																
379-3			ʒ ə tʼ ə																
409-3			g e t ə r a																
497-3			t ə n																
598-3			x w e t																
646-3			ʔ a x ə																
164-3			b ə k ə m																
210-3			ʒ ə x w ə r ə																
215-3			ʔ a t e b ə t																
256-3			t u mː a																
285-3			m ɨ d a d																
332-3			ʔ ə g ɨ r																
380-3			ʔ ə x w a																
412-3			s a x ɨ n																
496-3			w u r s ə n b ə t																
64-3			d a bː o																
67-3			w ɨ r																
169-3			n ə z ə z ə m																
251-3			f e kʼ																
461-3			tʼ ə																
547-3			w ɨ z a t																
597-3			ʔ e m ə n ə																
655-3			m ɨ ʃ t																
7-3			ʔ a l g a																
158-3			kʼ ə m i s																
168-3			ʔ ɨ m a r																
296-3			j ə h u t																
372-3			k ə n f ə r																
374-3			b ə kʼ o lː o																
375-3			s ə b																
385-3			w ɨ tʼ ə t																
411-3			t ɨ r a s																
500-3			ʔ ɨ m ɨ r																
6-3			m ə r k a m a																
17-3			ʔ ə x ɨ r																
123-3			ʃ e m ə																
252-3			n ə k ə b ə m																
421-3			b ɨ ʃ ə																
448-3			kʼ ə tʼ a n s ə n b ə t																
449-3			ʔ a ʒ ə																
545-3			x ɨ n o																
596-3			n ə g ə																
653-3			b ə t ɨ t																
4-3			g j i ʃ ə																
254-3			dʒ i m a t																
290-3			ʔ a g ə z ə m																
339-3			b ə kʼ ɨ r																
460-3			x j ɨ t a																
489-3			b w ə r tʃʼ u m a																
552-3			z ɨ																
652-3			ʔ ə n d e h u t a																
119-3			ʔ a n g a tʃ a																
298-3			h u t																
340-3			g w ə n tʃ ə																
458-3			d ə n g ə ɲː ə																
459-3			ʔ a sː o																
607-3			ʔ ə k w a																
609-3			ʔ ɨ x a																
647-3			t ə t n ə j ə																
10-3			tʼ ɨ kʼ u r																
15-3			ʔ ɨ nː ɨ m																
18-3			n ɨ kʼ i j ə																
73-3			tʃ ə k ə r ə m																
76-3			m w ə s a																
110-3			d a t a																
121-3			t ɨ k ə																
167-3			g ɨ j ə																
255-3			kʼ w ə n tʃʼ ə																
297-3			g u n ə r																
299-3			g u n ə r																
338-3			n ə m ɨ r																
342-3			m e n a																
344-3			kʼ ə s ə m																
410-3			kʼ a r e																
540-3			n e b a																
550-3			dʒ ə n dʒ ɨ r																
153-3			w ə w ə sː ɨ n																
219-3			g ə p a t																
250-3			w ə t e																
301-3			k u t ə r a																
74-3			g w ə p ə																
120-3			d a n g a																
122-3			kʼ a w a																
220-3			tʃ ə w a tʃ																
245-3			kʼ ə w ə r ə																
300-3			x ɨ n																
341-3			kʼ ə n d m ə m																
549-3			t ə h a n kʼ e																
610-3			m ɨ r kʼ a r																
118-3			tʃ ə n ə																
221-3			dʒ ə p ə r ə																
420-3			ʔ o z a t																
455-3			ʔ e m a																
495-3			tʃʼ e t																
498-3			m ə tʃʼ ə kʼ ə m																
61-4				d ə m															
63-4				ʔ a tʼ ɨ m															
107-4				g ɨ m ə l															
112-4				d a w ə n ə															
331-4				n u g s															
377-4				b a kʼ u r ə															
381-4				ʔ a tː															
417-4				r u z															
451-4				s ə w ʔ a t															
454-4				ʔ i ʔ i r															
484-4				s ɨ dː ɨ s t															
535-4				ʔ a sː ɨ r															
543-4				s o s t															
593-4				ʔ a m u s															
640-4				m a n															
1-4				d a pː ə r ə															
65-4				tʼ u w															
163-4				s e tʃʼ ə															
408-4				b a w r ə															
414-4				d ə b a kʼ u l ə															
601-4				ʔ a r b e															
642-4				ʔ ɨ n f a s															
60-4				n ə f ə s ə															
115-4				ʔ a n a w															
450-4				z ə ʔ ə															
490-4				tʼ o pː ə															
638-4				s ɨ n e ʔ															
645-4				kʼ a l															
75-4				ʔ a m b ɨ r															
160-4				d ə r ə ʔ															
378-4				ʔ a n g ə t															
379-4				ʒ ɨ ʔ ə															
409-4				g i t e															
497-4				t a n															
598-4				h u r ʔ ə t															
646-4				ʔ a x ə															
164-4				b e kː ə															
332-4				ʔ ə g ɨ r															
380-4				ʔ a kː ə															
412-4				s a h ɨ n															
64-4				d a b o ʔ ə															
67-4				w ɨ r															
169-4				n ə z ə z ə															
461-4				tʼ ai̯															
547-4				ʔ a z a t															
597-4				m e ɲː ə															
655-4				m i s t															
158-4				kʼ ə m i s															
168-4				ʔ ə w a n															
372-4				k ə n f ə r															
374-4				b ə kʼː o l ə															
375-4				s ə w															
385-4				w ɨ tʼ ə t															
411-4				t ɨ r a s															
500-4				ʔ ə w n															
541-4				kʼ ə tʃʼ ɨ n															
6-4				m ə l k a m a															
17-4				ʔ ə h ɨ r															
330-4				kʼ ə l d															
421-4				b u ʃ ə															
449-4				ʔ a ʃː ə m															
545-4				h u n o															
596-4				n ə g ə															
653-4				b ə tː ə d															
4-4				g j i ʃ ə															
8-4				kʼ ə b ə t o ʔ ə															
106-4				m ə ʔ a															
339-4				b ə ʔ ə r															
489-4				b a r tʃʼ u mː a															
652-4				ʔ ə t ə d ə															
119-4				ʔ a n g a tʃː ə															
340-4				g o n tʃ ə															
458-4				d ə n g ə ɲː ə															
486-4				n ə tʼ ə kʼ ə															
607-4				ʔ a kː a															
609-4				ʔ ɨ x ə															
15-4				h ɨ n ʔ e d i															
18-4				n u ʔ															
73-4				tʃ a k a rː a															
76-4				m o s a															
110-4				d a tː ə															
121-4				t ɨ k ə															
167-4				g ɨ j ə															
334-4				ʔ a m b ə sː a															
342-4				m e n a															
344-4				kʼ ə s ə m															
410-4				kʼ a r e ʔ															
550-4				g u ʃ ɨ r															
612-4				ʔ a r ɨ w															
120-4				d a n g ə															
122-4				kʼ ə w a															
341-4				kʼ ə n ə m ə															
549-4				t ə h a ʔ e g ə d															
610-4				m ɨ r a f ə r															
61-5					d ə m														
63-5					ʔ a tʼ ɨ m														
107-5					g a m e r a														
112-5					d a b ə r a														
331-5					n ɨ g w ɨ s														
377-5					b u kʼ w ə r ə														
381-5					ʔ a tː														
417-5					r u z														
451-5					s ə b a t														
454-5					ʔ a tʃʼ ɨ r														
484-5					s ɨ d ɨ s t														
535-5					ʔ a s ɨ														
543-5					s o s t														
593-5					ʔ a m u s														
640-5					m w a n														
1-5					d ə bː ə r ə m														
65-5					tʼ u w														
163-5					s ə tʃʼ ə														
212-5					ʔ e n														
244-5					ʔ a r b ə t														
248-5					m u r a														
293-5					f ə r ə z														
373-5					kʼ ɨ m a r														
408-5					b o r a														
414-5					d ɨ b a kʼ u lː a														
601-5					ʔ ə r ə w														
642-5					n ə f a s														
60-5					n a fː ə s ə m														
115-5					ʔ ə r a m														
209-5					ʃ ɨ m u t														
242-5					ʔ a m ɨ s t														
415-5					z ɨ r a b														
450-5					z ə r														
490-5					tʼ ə bː w ə m														
638-5					s ɨ nː e														
645-5					kʼ a r														
75-5					ʔ a m b ɨ r														
160-5					tʼ ə r ə kʼ														
208-5					ʔ a n kʼ w ə														
214-5					ʔ a bː a														
218-5					ʔ ɨ n z ɨ r														
378-5					ʔ a n g ə t														
379-5					ʒ ə tʼ ə														
409-5					g e t ə r ə														
497-5					t ə nː														
598-5					x w e tː														
164-5					b ə k ə m														
210-5					ʒ ə x w ə r ə														
215-5					ʔ a t e b ə t														
256-5					t u mː a														
285-5					m ɨ d a d														
332-5					ʔ ɨ g ɨ r														
380-5					ʔ ə x w a														
496-5					w ɨ r s ə n b ə t														
64-5					d a bː o														
67-5					w ɨ r														
169-5					n ə zː ə z ə m														
251-5					f ɨ j ə kʼ														
294-5					m w o kʼ														
461-5					tʼ ai̯														
547-5					w ɨ z a t														
597-5					ʔ e m ə nː ə														
655-5					m ɨ ʃ t														
7-5					ʔ a l g a														
168-5					ʔ ɨ m a r														
296-5					j ə x u t														
372-5					k ə n f ə r														
374-5					b ə kʼː w o lː o														
375-5					s ə b														
385-5					w ɨ tʼ ə t														
411-5					t ɨ r a s														
500-5					ʔ ɨ m ɨ r														
6-5					m ə r k a mː a														
17-5					ʔ ə x ɨ r														
113-5					b u n a														
123-5					ʃ e m ə m														
252-5					n ə kː ə b ə m														
421-5					b ɨ ʃː ə														
448-5					kʼ ə tʼ a n s ə n b ə t														
449-5					ʔ a ʒː ə m														
545-5					x ɨ n o														
596-5					n ə g ə														
653-5					b ə tː ɨ t														
4-5					g ɨ n ʒ ə														
8-5					kʼ ə b ə tː o														
290-5					ʔ a gː ə z ə m														
339-5					b ə kʼ ɨ r														
460-5					x j i t														
489-5					b w ə r tʃʼ u m a														
552-5					z ɨ x														
602-5					m ə ʔ e														
652-5					ʔ ɨ n d e j ə t a														
3-5					h ɨ nː ə														
119-5					ʔ a n g a tʃː a														
298-5					h u t														
340-5					g w ə tʃ ə														
458-5					d ə n g ə ɲː ə														
459-5					ʔ a sː o														
486-5					n ə tʼ ə kʼ ə														
607-5					ʔ ə kː w a														
609-5					ʔ ɨ x a														
647-5					t ə tː ɨ n j a														
15-5					ʔ ɨ nː ɨ m														
18-5					ʔ ɨ m i j ə														
73-5					tʃ ə kː w ə r ə														
76-5					m w ə sː a														
110-5					d a dː a														
121-5					t ɨ k ə														
152-5					ʔ a zː o														
167-5					g ɨ jː ə														
255-5					kʼ w ə tʃʼ ə														
297-5					g u nː ə r														
299-5					g u nː ə r														
334-5					ʔ a m b ə sː a														
338-5					b ə m ɨ r														
342-5					m e n a														
344-5					kʼ ə s ə m														
410-5					kʼ a l e														
550-5					dʒ ə n dʒ ɨ r														
612-5					ʔ a r b														
219-5					g ə bː a t														
250-5					w ə t e														
301-5					k u tː ə r a														
74-5					g w ə bː e														
120-5					d a n g ə														
220-5					tʃ ə w a tʃ														
245-5					kʼ ə w ə r ə														
300-5					x ɨ nː														
341-5					kʼ ə nː ə m ə m														
549-5					t ə h a n kʼ j e														
643-5					g i														
118-5					tʃ ə n ə														
420-5					ʔ o z a t														
455-5					ʔ e m a														
495-5					tʃʼ e t														
61-6						d ə m													
63-6						ʔ a s m													
107-6						g ə m ə l													
112-6						d ə mː ə n a													
331-6						n ɨ g u s													
377-6						b ə kʼ l o													
381-6						ʔ ə ħ ə d u													
417-6						r u z													
451-6						s ə b ʕ													
454-6						ħ ɨ s ə s													
484-6						s ɨ dz													
535-6						ʕ ə sʼ r u													
543-6						sʼ ə l ə s													
593-6						ħ ə m u s													
640-6						m ə nː u													
1-6						d ə mː ə r ə													
163-6						s ə t j ə													
212-6						ʕ ai̯ n													
244-6						ʕ ə r b a ʔ													
248-6						m ə l ʔ ə													
293-6						f ə r ə s													
373-6						kʼ w ɨ m a l													
408-6						b ɨ ʕ ɨ r													
601-6						r ə b u ʕ													
642-6						n ə f a s													
60-6						n ə f ħ ə													
115-6						l a h m													
242-6						ħ ə m s													
415-6						z ɨ n a m													
450-6						z ə r ʔ													
490-6						tʼ ə b ə w ə													
638-6						sʼ ɨ r n ai̯													
645-6						kʼ a l													
75-6						ħ a m ɨ l													
208-6						ʔ ə n kʼ o kʼ ɨ h o													
214-6						ʔ a b													
218-6						ʔ ɨ z n													
409-6						ʕ ə t ə r													
497-6						t ə nː													
598-6						k ɨ l ʔ ə													
646-6						ʔ a n t ə													
215-6						ʔ a s b a ʔ ɨ t													
256-6						t u mː ə													
294-6						m ɨ w ɨ kʼ													
655-6						b ɨ ʔ ɨ s i t													
158-6						kʼ ə m i s													
372-6						k ə n f ə r													
375-6						s ə b													
411-6						t ə r ʔ a s													
500-6						ʔ ɨ b n													
541-6						kʼ ə tʼː ɨ n													
113-6						b u nː a													
252-6						r ə k ə b ə													
330-6						kʼ ə l d													
448-6						kʼ ə d a m i ts ə n b ə t													
106-6						m ə s ʔ a													
290-6						ħ ə g ə z ə													
460-6						j ɨ ʔ ɨ t i													
552-6						z ɨ n t u													
602-6						m ɨ n t													
2-6						k w ə lː													
298-6						w ɨ ʔ ɨ t u													
486-6						n ə tʼ ə kʼ ə													
211-6						m ɨ s e t													
333-6						m ɨ sː ɨ r													
334-6						ʕ a n b ə s a													
612-6						ħ ə r b													
289-6						l ɨ bː													
326-6						m ɨ ʔ ɨ t													
594-6						g i z e													
154-6						ʔ a f r ə s ə													
286-6						s ə g w r													
418-6						b ə r b ə rː e													
615-6						m ai̯													
288-6						r ɨ ʔ ɨ s													
5-6						g ə b s													
61-7							d ə m												
63-7							ʔ a tʼ ɨ m												
107-7							g a m e r a												
112-7							d a b ə r a												
331-7							n ɨ g w ɨ s												
377-7							b ɨ kʼ u r ə												
381-7							ʔ a t												
417-7							r u z												
451-7							s ə β a t												
454-7							ʔ a tʃʼ ɨ r												
484-7							s ɨ dː ɨ s t												
535-7							ʔ a sː ɨ r												
543-7							s o s t												
593-7							ʔ a m w ɨ s												
640-7							m w a n												
1-7							d ə pː ə r ə m												
65-7							tʼ u												
163-7							s ɨ tʼ ə												
212-7							ʔ e n												
244-7							ʔ a r β ə t												
248-7							m w ɨ r a												
293-7							f ə r ə z												
373-7							kʼ ɨ m a r												
408-7							b o r a												
414-7							d ɨ b a kʼ u lː a												
601-7							ʔ ə r o												
642-7							n ɨ f a s												
60-7							n ə f ə s ə m												
115-7							ʔ ə r a m												
209-7							s ɨ m w ɨ t												
242-7							ʔ a mː ɨ s t												
415-7							z ɨ r a b												
450-7							z ə r												
490-7							tʼ ə pː w ə m												
638-7							s ɨ n ai̯												
645-7							kʼ a r												
75-7							ʔ a m b ɨ r												
160-7							tʼ ə r ə kʼ												
208-7							ʔ ɨ n kʼ w ɨ r a												
214-7							ʔ a bː a												
218-7							ʔ ɨ n z ɨ r												
378-7							ʔ a n g ə t												
379-7							ʒ ə tʼ ə												
409-7							g e t ə r ə												
497-7							t ə n												
598-7							x w e t												
646-7							ʔ a x ə												
164-7							b ə kː j ə m												
210-7							ʒ ə x w ə r ə												
215-7							ʔ a t e b ə t												
256-7							t u mː a												
285-7							m ɨ d a d												
332-7							ʔ ə g ɨ r												
380-7							ʔ ə x w a												
412-7							s a h i n												
496-7							w ɨ r s ə n b ə t												
64-7							d a bː o												
67-7							w ɨ r												
169-7							n ə z ə z ə m												
251-7							f e kʼ												
294-7							m w ə kʼ												
461-7							tʼ ai̯												
547-7							w ɨ z a t												
597-7							ʔ e m ə n ə												
655-7							m ɨ ʃ t												
7-7							ʔ a l g a												
158-7							kʼ ə m i s												
168-7							ʔ ɨ m a r												
296-7							j ə x u t												
372-7							k ə n f ə r												
374-7							b ə kʼ w ə lː o												
385-7							w ɨ tʼ ə t												
411-7							t ɨ r a s												
500-7							ʔ ɨ m ɨ r												
6-7							m ə r k a mː a												
17-7							ʔ ə h ɨ r												
123-7							ʃ e m ə m												
252-7							n ə kː ə b ə m												
421-7							b ɨ ʃː a												
448-7							kʼ ə t a s ə n b ə t												
449-7							ʔ a ʃː ə m												
491-7							d ɨ n g ə t												
545-7							x ɨ n o												
596-7							n ə g ə												
653-7							b ə t ɨ t												
8-7							kʼ ə b ə tː o												
254-7							dʒ ɨ m a t												
290-7							ʔ a g ə z ə m												
460-7							x j ɨ t												
489-7							b o r tʃʼ u m a												
552-7							z ɨ												
652-7							ʔ e t ə t a												
3-7							x ɨ n ə												
119-7							ʔ a n g a tʃː a												
298-7							x u t												
340-7							g w ə n tʃ ə												
458-7							d ə n g ə n ə												
459-7							ʔ a sː o												
486-7							n ə tʼ ə kʼ ə m												
607-7							ʔ ə kː w a												
609-7							ʔ ɨ x a												
10-7							tʼ ɨ k w ɨ r												
15-7							ʔ ɨ nː ɨ m												
18-7							n ɨ kʼ j ə												
73-7							tʃ ə kː ə r ə m												
76-7							m w ə s a												
110-7							d a tː a												
121-7							t ɨ k ə												
152-7							ʔ a zː o												
167-7							g ɨ j ə												
255-7							kʼ w ə n tʃʼ ə												
297-7							g u n ə r												
299-7							g u n ə r												
338-7							m ə m ɨ r												
342-7							m e n a												
344-7							kʼ ə s ə m												
410-7							kʼ a r ɨ j a												
540-7							n ə b a												
550-7							dʒ ə n dʒ ɨ r												
153-7							w ə s n o t												
219-7							g ə pː a t												
250-7							t a b o t												
301-7							k u tː a r a												
326-7							m ə t o												
74-7							g w ə pː ai̯												
120-7							d a n g a												
122-7							kʼ a w a												
220-7							tʃ ə w a tʃ												
245-7							kʼ ə w ə r ə												
300-7							x j ɨ n												
341-7							kʼ ɨ n e m a												
549-7							t ə x a n kʼ e												
610-7							m ɨ r kʼ a r												
643-7							g a m w ə												
118-7							tʃ ə n ə												
221-7							dʒ ə pː ə r ə												
420-7							ʔ o z a t												
455-7							ʔ e m a												
495-7							tʃʼ e t												
61-8								d ə m											
63-8								ʔ a tʼ ɨ m											
107-8								g a m e r a											
112-8								d a b ə r a											
331-8								n ɨ g w s											
377-8								b ɨ kʼ u r ə											
381-8								ʔ a t											
417-8								r u z											
451-8								s ə b a t											
454-8								ʔ a tʃʼ ɨ r											
484-8								s ɨ dː ɨ s t											
535-8								ʔ a s ɨ r											
543-8								s o s t											
593-8								ʔ a m u s											
640-8								m w a n											
1-8								d ə p ə r ə m											
65-8								tʼ u											
163-8								s ə tʃʼ ə											
212-8								ʔ e n											
244-8								ʔ a r b ə t											
248-8								m u r a											
293-8								f ə r ə z											
373-8								kʼ ɨ m a r											
408-8								b o r a											
414-8								d ɨ w a kʼ u l a											
601-8								ʔ ə r o											
642-8								ʔ ɨ n f a s											
60-8								n ə f ə s ə m											
115-8								ʔ ə r a m											
209-8								s ɨ m u t											
242-8								ʔ a m ɨ s t											
415-8								z ɨ r a b											
450-8								z ə r											
490-8								t ə p w ə m											
638-8								s ɨ n e											
645-8								kʼ a r											
75-8								ʔ a m b ɨ r											
160-8								tʼ ɨ r ə kʼ											
208-8								ʔ ɨ n kʼ w ɨ r a											
214-8								ʔ a b											
218-8								ʔ ɨ n z ɨ r											
378-8								ʔ a n g ə t											
379-8								ʒ ə tʼ ə											
409-8								g e t ə r ə											
497-8								t ə n											
598-8								x w e t											
646-8								ʔ a x ə											
164-8								b ə k ə m											
210-8								ʒ ə x w ə r ə											
215-8								ʔ a tʼ e b ə											
256-8								t u mː a											
285-8								m ɨ d a d											
332-8								ʔ ə g ɨ r											
380-8								ʔ ə x w a											
412-8								s a h i n											
496-8								w u r s ə n b ə t											
64-8								d a bː o											
67-8								w ɨ r											
169-8								n ə z ə z ə m											
251-8								f e kʼ											
294-8								m w ə kʼ											
461-8								tʼ e											
547-8								w ɨ z a t											
597-8								ʔ e m ə n a											
655-8								m ɨ ʃ t											
7-8								ʔ a r g a											
158-8								kʼ a m b i s											
168-8								ʔ ɨ m a r											
296-8								j a h u t											
374-8								b ə kʼ w o lː o											
385-8								w ɨ tʼ ə t											
500-8								ʔ ɨ m ɨ r											
6-8								m ə r k a m a											
17-8								ʔ ə h ɨ r											
123-8								ʃ e m ə ʔ											
252-8								n ə k ə b ə											
421-8								b ɨ ʃ ə											
448-8								kʼ ə tʼ a n s ə n b ə t											
449-8								ʔ a ʒ ə											
545-8								x ɨ n u											
596-8								n ə g ə											
653-8								b ə t ɨ t											
4-8								dʒ j i ʃ ə											
8-8								kʼ ə b ə tː o											
254-8								dʒ ɨ m a t											
290-8								ʔ a g ə z ə m											
339-8								b ə kʼ ɨ r											
460-8								x j ɨ t											
489-8								w ə r tʃʼ u m a											
552-8								z ɨ											
652-8								ʔ e t ə t a											
3-8								h ɨ n ə											
119-8								ʔ a n g a tʃ a											
298-8								h u t											
340-8								g o n tʃ ə											
458-8								d ə n g ə ɲː ə											
459-8								ʔ a sː o											
607-8								ʔ ə k w a											
609-8								ʔ ɨ x a											
10-8								tʼ ɨ kʼ u r											
15-8								ʔ ɨ nː ɨ m											
18-8								n ɨ kʼ j ə											
73-8								tʃ ə k ə r ə m											
76-8								m w ə s a											
121-8								t ɨ k ə											
167-8								g ɨ j ə											
255-8								kʼ w ə n tʃʼ ə											
297-8								g u n ə r											
299-8								g u n ə r											
338-8								n ə m ɨ r											
342-8								m e n a											
344-8								kʼ ə s ɨ m											
410-8								kʼ a r i											
540-8								n e b a											
550-8								dʒ ə n dʒ ɨ r											
219-8								g ə p a t											
250-8								w ə t e											
301-8								k u t a r a											
74-8								g w ə p ə											
120-8								d a n g a											
122-8								kʼ a w a											
220-8								tʃ ə w a tʃ											
245-8								kʼ ə w ə r ə											
300-8								x ɨ n											
341-8								kʼ ə n d m ə m											
549-8								t ə h ʔ a n g j e											
