COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
376	s ə ɲː o					s ə n ui̯										s ə n o	s ə n ui̯		
413	g ə n f o	g ɨ n f o										g ə n f o					g ə n f o		
422				d a ʔ ə		g a ʕ t					d a ʔ a					g a ʕ t			
453	b ə g					b ə gː ɨ ʕ										b ə gː u ʕ	b ə g ɨ ʕ		
462				m e j a					m ə j a		m e ʔ a	m o tʃʼ ə							
471										ʔ uː g a					ʔ u n g a			ʔ u n dʒ ə	ʔ uː n dʒ ə
499			l a l e		l a l e			l a l e			l a l e								
506						m ə n b ə r				w ə m b ə r		w ə n b ə r					m ə n b ə r		
537	k ə zː i j a	w o d g ɨ z e							x ə g ɨ z ɨ j ə										j a n e g i
555					s ə r ə ɲː ə	s ə r a kʼ i										s e r kʼ ai̯	s ə r a q i		
603		w ə kʼ t								w a kʼ t i					w ə kʼ t	w ə kʼ ɨ d			
606			ʔ ə g a		ʔ ə g a			ʔ ə g a	ʔ ə g a										
641	s ə fː i	s ə f i															g ə fː i ħ		s ə fː i
662							w ə s tʼ ɨ n j ə	w ə s tʼ i n i j ə	w ə s tʼ										w ɨ s t
16			ʔ a g a t	ʔ a g a d					ʔ a g a l										
24						ʕ a r a t										ʕ a r a t	ʕ a r a t		
27						s a lː i m										s ə l i m	s ə lː i m		
29										ħ a r ə kʼ						r ɨ s ɨ kʼ			ʔ a r ə kʼ
30										ħ a tʃʼ i					tʃʼ ɨ n			tʃ ɨ n	
35										tʼ əi̯					tʼ e m			t ɨ m	
70		n ə fː ə r a				n ə f ə r ə										ħ a f ə n a			
111	l ɨ dʒ	l ɨ dʒ																w e dʒ	
126						w a l d				w iː dʒ						w ə l a d			
155	w ɨ ʃː a	w ɨ ʃ a										w ɨ sː a							
175						ħ ə r g ə s				ħ aː s							ħ a r g ə s		
177						k ə l b										k ə l ɨ b	k ə l b i		
178						ʔ a d g										ʔ a d ɨ g	ʔ a d g i		
179						j ɨ b u s										j ɨ b u s	n ɨ kʼ w u s		
187										b u tʃ i					b uː tʃ o			b u tʃ o	
222					f ə dʒː ə m	f ə sː ə m ə								f ə dʒː ə m					
224						ħ ə r m ə z										h a r m ə z	ħ a r m a z		
246	ʔ a r b					ʕ a r b											ʕ a r b i		
277															ʔ ɨ d ə g o t			ʔ a d ə g ə	ʔ a d ə g ə
287	ʔ ɨ sː u	k ɨ s u															n ɨ sː u		
295		d ɨ m a													d u m			d u m i	
312												ʔ ə r ə dː a m		ʔ ə r ə dː a m		r ə d ɨ ʔ a			
320															w ə z ə n ə			w ə z aː n	w ə z ə n ə
388						k ɨ s a d										s ɨ g a d	k ɨ s a d		
389						t ə s ʕ ə tː u										s ɨ ʕ	t ɨ ʃ ə ʕ a t ə		
390						j ɨ ʔ ə z e										ʔ a z e	ħ ɨ z i		
393										l ə f l ə f								l ə f l ə f	l e f l ə f
435													ʔ ɨ n kʼ a tʃː e		ʔ ɨ n kʼ a tʃː ə			ʔ ɨ n kʼ a tʃː e	
445	h a b t a m	d ə m a m															h a b t a m		
446	m ə n g ə d					m ə n g ə d											m ə n g ə d i		
468									m ə g a z									m ə g a z	m ə g a z
492	s ə h ai̯					tsʼ ə ħ ai̯											s ə ħ ai̯		
493	ʔ ɨ h u d					ʔ ɨ ħ u d				ʔ a l ħ a d									
503				ʔ a j e d					ʔ ɨ w a j ə		ʔ ɨ w ə j ə								
510							w e g		w ə j ə g							w ə t ə r			
513										ʔ uː n					ʔ uː n			ʔ u n	
523															ʃ ɨ b ə t			ʃ ɨ b ə t	ʃ i b ai̯
538	ʔ ɨ nː ə sː u																n ɨ sː a t ə n		ʔ ɨ n o mː u
553				f a n g a j ə					f ə n g ə j a		f ə n g ə j a								
563										b ə ħ ə r	t ə h ɨ m		b ə h i						
566										r o g i					r a n dʒ i			r a n dʒ i	
604		h u m a				j o m										j o m			
627															ʔ a w dʒ e			ʔ a w dʒ e	ʔ a w dʒ i
629															ʔ o ʃ t			h oi̯ t	h oi̯ t
639	j ə t ɨ ɲː a w	j e d ɨ ɲː a w										j ɨ tː a							
644	s e t ɨ j o																s ə b ʔ ai̯ t i		s e t
654			t ə h u t	t ɨ h u d ə											t uː h a				
660						m ɨ s l ə										m ɨ s	m ɨ s		
13		m ə kː a tʃː a	m ə t a g ə tʃ a																
26						ʕ ə bː i										ʕ a b a j i			
42															b ə r eː d ə			b ə r e d ə	
49																m ə kʼ tʼ ə n			m ɨ s k ə t
58																		dʒ ə b ə	dʒ ə b a
68	g o mː ə nː	g o m ə n																	
77				ʔ ə ʃː ə ʔ ə m							ʔ ə s ə m								
81						ʔ ɨ g w ə l t										ʔ ɨ g a l			
84										b a ʔ a r a				b o r a					
87													f u r n o		f u r n o				
98															ʔ ɨ z ə kʼ				ʔ ɨ z ə kʼ
100																b a n i	b a n i		
101																ħ u	ħ a w		
114	d ə bː ə kʼ ə					d ə b ə kʼ ə													
116		g ə n g a d				ʔ ɨ n g ɨ d ʔ a													
124				d ə ʔ ə n ə							d ə ʔ ə r ə ʔ								
132										w a z ə n a					w ə z ə n ə				
133												b ai̯							b aː j u
151	ʔ a l ə kʼː ə s ə	l ə kʼː ə s ə																	
156	ʔ a h ɨ jː a	ʔ a h ɨ j a																	
207	dʒ o r o	dʒ o r o																	
217		ʔ a w								ʔ aː w									
227										ʔ a tʼ ə b i ɲː							ʔ a s a b ɨ ʕ t i		
249	n ə tʃʼ ʃ ɨ n k u r t	z a h ʃ u n k u r t																	
253		ʔ ɨ n dʒ e d e l o																	dʒ eː d aː l ə
258						kʼ w ɨ n s ɨ l										ħ a ʃ i l			
259						kʼ w ə r n ə n ə ʕ a t				ʔ a n kʼ u r aː r a ħ									
261						tʼ a l i											tʼʲ ə l		
264										ʔ aː z j ə g ə d u					z ə g ə d o				
267											ʔ ɨ n g w ə r ə g ɨi̯							w ə l ə n g aː j a	
269												w ə g f ɨ r	w ə g f ɨ r						
303						g ə b ə t a										g ə b ə t a			
304						z i ʔ a h u				z i j u									
310										w ɨi̯							w u ʕ ui̯		
319															d u m			d u m i	
321																t u	n a t u		
329	s ɨ r a																s ɨ r a ħ		
335		k ə m e															k ə m əi̯		
336		g a r				t ə g b a r													
337		kʼ ɨ l tʼ ɨ m								kʼ u l tʼ u m									
346				ʔ e t ə h ə							ʔ ə t ə k a								
347						ʔ ɨ fː o										ʔ a f o			
348						ʕ a jː ə r ə										ʕ a j ə r a			
352									s i j a		s i j a								
363															ʔ ai̯ n ə k o				ʔ ai̯ k u
364															b ɨ l			b ɨ l	
365															w ə r b a			w ə r a b e	
383		b a r m a s i l a																	m aː ʃ u lː e
407																ʕ ɨ fː u n	ʕ u f a n		
423				d ɨ j ə							d ɨ j ə								
463				b ə ʔ ə d							b ə ʔ ə d								
466						b ɨ ʕ u l				b a ʔ a w									
469									z ɨ ɲ ʔ ə	s ə ɲ i									
477															d u r e sː ə			d u r e sː ə	
481																s ɨ g u b			n ɨ b r ə t a ɲ ə
483																r ə ʔ a	r ə ʔ a j ə		
485	tʃʼ ɨ s	tʃ i s																	
487	z ə f ə n	z ə f ə n																	
488	d ɨ n g ai̯	d ɨ n g ai̯																	
534	l a b	l a b																	
539	w ə f r a m	w ɨ f r a m																	
542	j ɨ h									j i									
554				w a							w ə d a								
561								h a t a							h a tː ai̯				
578															ʔ u x u n			ʔ u h u n	
579															m ə g ə rː i			m ə g ə rː i	
580															ʔ ɨ nː ə				ʔ ɨ n a tʃː u
582																l a h ai̯			j a h ai̯
599	tʼ o r ɨ n ə t	tʼ o r ɨ n ə t																	
600	w ɨ h a	ʔ a h o w a																	
631																g ə j a ʃ ai̯	g ə j a ʃ ai̯		
648		kʼ a m ə d i								kʼ a m ə d i									
656				g ə d ə n i							g ə d a n i j ə								
667												d ə x ə					n ɨ s ɨ x a		
